project,issuekey,issuetype,from_flow_id,to_flow_id,cycle,rolling_cycle
BBSDEV,BBSDEV-18408,Task,1000001,2010006,0.0,110.0
BBSDEV,BBSDEV-18408,Task,2010006,3000001,27.0,137.0
BBSDEV,BBSDEV-18408,Task,3000001,4010006,,137.0
BBSDEV,BBSDEV-18409,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18409,Task,1000001,2010006,16.0,153.0
BBSDEV,BBSDEV-18409,Task,2010006,3000006,,153.0
BBSDEV,BBSDEV-18413,Task,,1000001,113.0,113.0
BBSDEV,BBSDEV-18413,Task,1000001,2010014,13.0,126.0
BBSDEV,BBSDEV-18413,Task,2010014,3010006,27.0,153.0
BBSDEV,BBSDEV-18413,Task,3010006,4000006,,153.0
BBSDEV,BBSDEV-18415,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18415,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18418,Task,,1000001,70.0,70.0
BBSDEV,BBSDEV-18418,Task,1000001,2000006,,70.0
BBSDEV,BBSDEV-18419,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18419,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18421,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18421,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18424,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18424,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18426,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18426,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18427,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18427,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18428,Task,,1000001,137.0,137.0
BBSDEV,BBSDEV-18428,Task,1000001,2010006,,137.0
BBSDEV,BBSDEV-18431,Task,,1000001,19.0,19.0
BBSDEV,BBSDEV-18431,Task,1000001,2010014,1.0,20.0
BBSDEV,BBSDEV-18431,Task,2010014,3010003,0.0,20.0
BBSDEV,BBSDEV-18431,Task,3010003,4012101,1.0,21.0
BBSDEV,BBSDEV-18431,Task,4012101,5000006,,21.0
BBSDEV,BBSDEV-18439,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18439,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18439,Bug,2000001,3010014,3.0,3.0
BBSDEV,BBSDEV-18439,Bug,3010014,4010003,0.0,3.0
BBSDEV,BBSDEV-18439,Bug,4010003,5012101,0.0,3.0
BBSDEV,BBSDEV-18439,Bug,5012101,6000006,,3.0
BBSDEV,BBSDEV-18440,Bug,,1015900,2.0,2.0
BBSDEV,BBSDEV-18440,Bug,1015900,2000006,,2.0
BBSDEV,BBSDEV-18442,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-18442,Bug,1015900,2000001,,1.0
BBSDEV,BBSDEV-18443,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-18443,Bug,1015900,2000001,20.0,21.0
BBSDEV,BBSDEV-18443,Bug,2000001,3010014,0.0,21.0
BBSDEV,BBSDEV-18443,Bug,3010014,4010003,5.0,26.0
BBSDEV,BBSDEV-18443,Bug,4010003,5000006,,26.0
BBSDEV,BBSDEV-18446,Task,,1000001,36.0,36.0
BBSDEV,BBSDEV-18446,Task,1000001,2010014,0.0,36.0
BBSDEV,BBSDEV-18446,Task,2010014,3010003,1.0,37.0
BBSDEV,BBSDEV-18446,Task,3010003,4000006,,37.0
BBSDEV,BBSDEV-18448,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18448,Bug,1015900,2000001,2.0,2.0
BBSDEV,BBSDEV-18448,Bug,2000001,3010014,0.0,2.0
BBSDEV,BBSDEV-18448,Bug,3010014,4010003,3.0,5.0
BBSDEV,BBSDEV-18448,Bug,4010003,5000006,,5.0
BBSDEV,BBSDEV-18454,Task,,1000001,8.0,8.0
BBSDEV,BBSDEV-18454,Task,1000001,2010014,1.0,9.0
BBSDEV,BBSDEV-18454,Task,2010014,3000006,,9.0
BBSDEV,BBSDEV-18455,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18455,Task,1015900,2000001,131.0,131.0
BBSDEV,BBSDEV-18455,Task,2000001,3010006,,131.0
BBSDEV,BBSDEV-18458,Task,,1000001,37.0,37.0
BBSDEV,BBSDEV-18458,Task,1000001,2010014,6.0,43.0
BBSDEV,BBSDEV-18458,Task,2010014,3000006,,43.0
BBSDEV,BBSDEV-18468,Task,,1000001,129.0,129.0
BBSDEV,BBSDEV-18468,Task,1000001,2010006,,129.0
BBSDEV,BBSDEV-18469,Task,,1000001,129.0,129.0
BBSDEV,BBSDEV-18469,Task,1000001,2010006,,129.0
BBSDEV,BBSDEV-18472,Improvement,,1000001,58.0,58.0
BBSDEV,BBSDEV-18472,Improvement,1000001,2000006,,58.0
BBSDEV,BBSDEV-18475,Improvement,,1000001,35.0,35.0
BBSDEV,BBSDEV-18475,Improvement,1000001,2010014,0.0,35.0
BBSDEV,BBSDEV-18475,Improvement,2010014,3010003,2.0,37.0
BBSDEV,BBSDEV-18475,Improvement,3010003,4000006,,37.0
BBSDEV,BBSDEV-18478,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18478,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18478,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18478,Task,3010003,4000006,,0.0
BBSDEV,BBSDEV-18482,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18482,Improvement,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18482,Improvement,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18482,Improvement,3010003,4000006,,0.0
BBSDEV,BBSDEV-18483,Task,,1000001,6.0,6.0
BBSDEV,BBSDEV-18483,Task,1000001,2010014,1.0,7.0
BBSDEV,BBSDEV-18483,Task,2010014,3000006,,7.0
BBSDEV,BBSDEV-18485,Task,,1000001,4.0,4.0
BBSDEV,BBSDEV-18485,Task,1000001,2010014,0.0,4.0
BBSDEV,BBSDEV-18485,Task,2010014,3010003,2.0,6.0
BBSDEV,BBSDEV-18485,Task,3010003,4000006,,6.0
BBSDEV,BBSDEV-18488,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18488,Bug,1015900,2000001,3.0,3.0
BBSDEV,BBSDEV-18488,Bug,2000001,3010014,0.0,3.0
BBSDEV,BBSDEV-18488,Bug,3010014,4010003,1.0,4.0
BBSDEV,BBSDEV-18488,Bug,4010003,5000006,,4.0
BBSDEV,BBSDEV-18491,Task,,1000001,238.0,238.0
BBSDEV,BBSDEV-18491,Task,1000001,2010006,,238.0
BBSDEV,BBSDEV-18492,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-18492,Bug,1015900,2000001,2.0,6.0
BBSDEV,BBSDEV-18492,Bug,2000001,3000006,,6.0
BBSDEV,BBSDEV-18494,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18494,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18494,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18494,Bug,3010014,4010003,0.0,0.0
BBSDEV,BBSDEV-18494,Bug,4010003,5000006,,0.0
BBSDEV,BBSDEV-18495,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18495,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18495,Task,2010014,3010003,2.0,2.0
BBSDEV,BBSDEV-18495,Task,3010003,4000006,,2.0
BBSDEV,BBSDEV-18496,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-18496,Bug,1015900,2000001,,4.0
BBSDEV,BBSDEV-18510,Task,,1000001,52.0,52.0
BBSDEV,BBSDEV-18510,Task,1000001,2000006,,52.0
BBSDEV,BBSDEV-18513,Bug,,1015900,10.0,10.0
BBSDEV,BBSDEV-18513,Bug,1015900,2000006,,10.0
BBSDEV,BBSDEV-18515,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-18515,Task,1000001,2010014,0.0,14.0
BBSDEV,BBSDEV-18515,Task,2010014,3010003,0.0,14.0
BBSDEV,BBSDEV-18515,Task,3010003,4012101,0.0,14.0
BBSDEV,BBSDEV-18515,Task,4012101,5000006,,14.0
BBSDEV,BBSDEV-18516,Improvement,,1000001,204.0,204.0
BBSDEV,BBSDEV-18516,Improvement,1000001,2000006,,204.0
BBSDEV,BBSDEV-18520,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18520,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18520,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18520,Task,3010003,4000006,,0.0
BBSDEV,BBSDEV-18521,Task,,1000001,30.0,30.0
BBSDEV,BBSDEV-18521,Task,1000001,2000006,,30.0
BBSDEV,BBSDEV-18522,Task,,1000001,17.0,17.0
BBSDEV,BBSDEV-18522,Task,1000001,2010014,0.0,17.0
BBSDEV,BBSDEV-18522,Task,2010014,3010003,5.0,22.0
BBSDEV,BBSDEV-18522,Task,3010003,4012101,2.0,24.0
BBSDEV,BBSDEV-18522,Task,4012101,5000006,,24.0
BBSDEV,BBSDEV-18523,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-18523,Task,1000001,2010014,2.0,16.0
BBSDEV,BBSDEV-18523,Task,2010014,3010003,1.0,17.0
BBSDEV,BBSDEV-18523,Task,3010003,4000006,,17.0
BBSDEV,BBSDEV-18525,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18525,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18525,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18525,Bug,3010014,4010003,0.0,0.0
BBSDEV,BBSDEV-18525,Bug,4010003,5000006,,0.0
BBSDEV,BBSDEV-18526,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18526,Bug,1015900,2000001,,0.0
BBSDEV,BBSDEV-18528,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18528,Bug,1015900,2000001,,0.0
BBSDEV,BBSDEV-18531,Improvement,,1000001,2.0,2.0
BBSDEV,BBSDEV-18531,Improvement,1000001,2000006,,2.0
BBSDEV,BBSDEV-18533,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18533,Bug,1015900,2000001,,0.0
BBSDEV,BBSDEV-18536,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18536,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18536,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18536,Bug,3010014,4010003,1.0,1.0
BBSDEV,BBSDEV-18536,Bug,4010003,5000006,,1.0
BBSDEV,BBSDEV-18539,Task,,1000001,8.0,8.0
BBSDEV,BBSDEV-18539,Task,1000001,2010014,5.0,13.0
BBSDEV,BBSDEV-18539,Task,2010014,3000006,,13.0
BBSDEV,BBSDEV-18541,Improvement,,1015900,0.0,0.0
BBSDEV,BBSDEV-18541,Improvement,1015900,2000001,,0.0
BBSDEV,BBSDEV-18544,Improvement,,1015900,0.0,0.0
BBSDEV,BBSDEV-18544,Improvement,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18544,Improvement,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18544,Improvement,3010014,4010003,1.0,1.0
BBSDEV,BBSDEV-18544,Improvement,4010003,5000006,,1.0
BBSDEV,BBSDEV-18546,Improvement,,1015900,0.0,0.0
BBSDEV,BBSDEV-18546,Improvement,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18546,Improvement,2000001,3000001,0.0,0.0
BBSDEV,BBSDEV-18546,Improvement,3000001,4000001,0.0,0.0
BBSDEV,BBSDEV-18546,Improvement,4000001,5000001,0.0,0.0
BBSDEV,BBSDEV-18546,Improvement,5000001,6000001,0.0,0.0
BBSDEV,BBSDEV-18546,Improvement,6000001,7000001,,0.0
BBSDEV,BBSDEV-18550,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18550,Improvement,1000001,2010014,1.0,1.0
BBSDEV,BBSDEV-18550,Improvement,2010014,3010003,0.0,1.0
BBSDEV,BBSDEV-18550,Improvement,3010003,4000006,,1.0
BBSDEV,BBSDEV-18553,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18553,Bug,1015900,2000001,,0.0
BBSDEV,BBSDEV-18559,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18559,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18559,Task,2010014,3010003,1.0,1.0
BBSDEV,BBSDEV-18559,Task,3010003,4000006,,1.0
BBSDEV,BBSDEV-18560,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18560,Task,1015900,2000001,19.0,19.0
BBSDEV,BBSDEV-18560,Task,2000001,3010014,2.0,21.0
BBSDEV,BBSDEV-18560,Task,3010014,4010003,0.0,21.0
BBSDEV,BBSDEV-18560,Task,4010003,5000006,,21.0
BBSDEV,BBSDEV-18562,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18562,Bug,1015900,2000001,25.0,25.0
BBSDEV,BBSDEV-18562,Bug,2000001,3010014,0.0,25.0
BBSDEV,BBSDEV-18562,Bug,3010014,4010003,1.0,26.0
BBSDEV,BBSDEV-18562,Bug,4010003,5000006,,26.0
BBSDEV,BBSDEV-18564,Task,,1000001,34.0,34.0
BBSDEV,BBSDEV-18564,Task,1000001,2010014,14.0,48.0
BBSDEV,BBSDEV-18564,Task,2010014,3000001,,48.0
BBSDEV,BBSDEV-18565,Bug,,1015900,5.0,5.0
BBSDEV,BBSDEV-18565,Bug,1015900,2000006,,5.0
BBSDEV,BBSDEV-18569,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18569,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18569,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18569,Bug,3010014,4000006,,0.0
BBSDEV,BBSDEV-18570,Task,,1000001,13.0,13.0
BBSDEV,BBSDEV-18570,Task,1000001,2010014,6.0,19.0
BBSDEV,BBSDEV-18570,Task,2010014,3010003,0.0,19.0
BBSDEV,BBSDEV-18570,Task,3010003,4012101,0.0,19.0
BBSDEV,BBSDEV-18570,Task,4012101,5000006,,19.0
BBSDEV,BBSDEV-18579,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-18579,Bug,1015900,2000001,,4.0
BBSDEV,BBSDEV-18581,Improvement,,1000001,4.0,4.0
BBSDEV,BBSDEV-18581,Improvement,1000001,2010014,6.0,10.0
BBSDEV,BBSDEV-18581,Improvement,2010014,3010003,7.0,17.0
BBSDEV,BBSDEV-18581,Improvement,3010003,4000006,,17.0
BBSDEV,BBSDEV-18586,Improvement,,1000001,76.0,76.0
BBSDEV,BBSDEV-18586,Improvement,1000001,2010014,4.0,80.0
BBSDEV,BBSDEV-18586,Improvement,2010014,3010003,15.0,95.0
BBSDEV,BBSDEV-18586,Improvement,3010003,4000006,,95.0
BBSDEV,BBSDEV-18587,Improvement,,1000001,2.0,2.0
BBSDEV,BBSDEV-18587,Improvement,1000001,2010014,1.0,3.0
BBSDEV,BBSDEV-18587,Improvement,2010014,3010003,8.0,11.0
BBSDEV,BBSDEV-18587,Improvement,3010003,4000006,,11.0
BBSDEV,BBSDEV-18588,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18588,Task,1000001,2010014,1.0,1.0
BBSDEV,BBSDEV-18588,Task,2010014,3010003,1.0,2.0
BBSDEV,BBSDEV-18588,Task,3010003,4012101,0.0,2.0
BBSDEV,BBSDEV-18588,Task,4012101,5000006,,2.0
BBSDEV,BBSDEV-18590,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18590,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18590,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18590,Task,3010003,4000006,,0.0
BBSDEV,BBSDEV-18591,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-18591,Bug,1015900,2000001,79.0,80.0
BBSDEV,BBSDEV-18591,Bug,2000001,3010014,,80.0
BBSDEV,BBSDEV-18592,Task,,1000001,57.0,57.0
BBSDEV,BBSDEV-18592,Task,1000001,2000006,,57.0
BBSDEV,BBSDEV-18598,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18598,Sub-task,1000001,2000006,,0.0
BBSDEV,BBSDEV-18599,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18599,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18599,Sub-task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18600,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18600,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18600,Sub-task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18601,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18601,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18601,Sub-task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18602,Sub-task,,1000001,1.0,1.0
BBSDEV,BBSDEV-18602,Sub-task,1000001,2000006,,1.0
BBSDEV,BBSDEV-18607,Sub-task,,1000001,1.0,1.0
BBSDEV,BBSDEV-18607,Sub-task,1000001,2000006,,1.0
BBSDEV,BBSDEV-18608,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-18608,Task,1000001,2010014,1.0,15.0
BBSDEV,BBSDEV-18608,Task,2010014,3010003,2.0,17.0
BBSDEV,BBSDEV-18608,Task,3010003,4012101,0.0,17.0
BBSDEV,BBSDEV-18608,Task,4012101,5010003,0.0,17.0
BBSDEV,BBSDEV-18608,Task,5010003,6000006,,17.0
BBSDEV,BBSDEV-18609,Task,,1000001,11.0,11.0
BBSDEV,BBSDEV-18609,Task,1000001,2010014,1.0,12.0
BBSDEV,BBSDEV-18609,Task,2010014,3000006,,12.0
BBSDEV,BBSDEV-18610,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18610,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18610,Sub-task,2010014,3010003,3.0,3.0
BBSDEV,BBSDEV-18610,Sub-task,3010003,4000006,,3.0
BBSDEV,BBSDEV-18612,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18612,Sub-task,1000001,2000006,,0.0
BBSDEV,BBSDEV-18614,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18614,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18614,Sub-task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18615,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18615,Sub-task,1000001,2000006,,0.0
BBSDEV,BBSDEV-18632,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18632,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18632,Sub-task,2010014,3010003,4.0,4.0
BBSDEV,BBSDEV-18632,Sub-task,3010003,4000006,,4.0
BBSDEV,BBSDEV-18633,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18633,Sub-task,1000001,2000006,,0.0
BBSDEV,BBSDEV-18635,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18635,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18635,Sub-task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18636,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18636,Sub-task,1000001,2000006,,0.0
BBSDEV,BBSDEV-18637,Sub-task,,1000001,3.0,3.0
BBSDEV,BBSDEV-18637,Sub-task,1000001,2010014,0.0,3.0
BBSDEV,BBSDEV-18637,Sub-task,2010014,3010003,0.0,3.0
BBSDEV,BBSDEV-18637,Sub-task,3010003,4000006,,3.0
BBSDEV,BBSDEV-18638,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18638,Sub-task,1000001,2000006,,0.0
BBSDEV,BBSDEV-18639,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18639,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18639,Task,2010014,3010003,5.0,5.0
BBSDEV,BBSDEV-18639,Task,3010003,4012101,2.0,7.0
BBSDEV,BBSDEV-18639,Task,4012101,5000006,,7.0
BBSDEV,BBSDEV-18642,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18642,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18642,Task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18643,Improvement,,1015900,12.0,12.0
BBSDEV,BBSDEV-18643,Improvement,1015900,2010006,,12.0
BBSDEV,BBSDEV-18645,Sub-task,,1000001,3.0,3.0
BBSDEV,BBSDEV-18645,Sub-task,1000001,2010014,0.0,3.0
BBSDEV,BBSDEV-18645,Sub-task,2010014,3000006,,3.0
BBSDEV,BBSDEV-18647,Task,,1000001,216.0,216.0
BBSDEV,BBSDEV-18647,Task,1000001,2010014,12.0,228.0
BBSDEV,BBSDEV-18647,Task,2010014,3010003,,228.0
BBSDEV,BBSDEV-18649,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18649,Task,1000001,2010014,9.0,9.0
BBSDEV,BBSDEV-18649,Task,2010014,3000006,,9.0
BBSDEV,BBSDEV-18651,Sub-task,,1000001,9.0,9.0
BBSDEV,BBSDEV-18651,Sub-task,1000001,2010014,0.0,9.0
BBSDEV,BBSDEV-18651,Sub-task,2010014,3000006,,9.0
BBSDEV,BBSDEV-18653,Sub-task,,1000001,7.0,7.0
BBSDEV,BBSDEV-18653,Sub-task,1000001,2010014,2.0,9.0
BBSDEV,BBSDEV-18653,Sub-task,2010014,3000006,,9.0
BBSDEV,BBSDEV-18654,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18654,Sub-task,1000001,2010014,8.0,8.0
BBSDEV,BBSDEV-18654,Sub-task,2010014,3010003,5.0,13.0
BBSDEV,BBSDEV-18654,Sub-task,3010003,4000006,,13.0
BBSDEV,BBSDEV-18656,Sub-task,,1000001,8.0,8.0
BBSDEV,BBSDEV-18656,Sub-task,1000001,2010014,0.0,8.0
BBSDEV,BBSDEV-18656,Sub-task,2010014,3000006,,8.0
BBSDEV,BBSDEV-18659,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18659,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18659,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18659,Task,3010003,4012101,0.0,0.0
BBSDEV,BBSDEV-18659,Task,4012101,5010003,0.0,0.0
BBSDEV,BBSDEV-18659,Task,5010003,6012101,0.0,0.0
BBSDEV,BBSDEV-18659,Task,6012101,7000006,,0.0
BBSDEV,BBSDEV-18661,Task,,1000001,19.0,19.0
BBSDEV,BBSDEV-18661,Task,1000001,2000006,,19.0
BBSDEV,BBSDEV-18664,Sub-task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18664,Sub-task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18664,Sub-task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18667,Sub-task,,1000001,1.0,1.0
BBSDEV,BBSDEV-18667,Sub-task,1000001,2010014,0.0,1.0
BBSDEV,BBSDEV-18667,Sub-task,2010014,3000006,,1.0
BBSDEV,BBSDEV-18668,Sub-task,,1000001,39.0,39.0
BBSDEV,BBSDEV-18668,Sub-task,1000001,2010014,0.0,39.0
BBSDEV,BBSDEV-18668,Sub-task,2010014,3010003,0.0,39.0
BBSDEV,BBSDEV-18668,Sub-task,3010003,4000006,,39.0
BBSDEV,BBSDEV-18670,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18670,Bug,1015900,2000001,1.0,1.0
BBSDEV,BBSDEV-18670,Bug,2000001,3010014,0.0,1.0
BBSDEV,BBSDEV-18670,Bug,3010014,4010003,10.0,11.0
BBSDEV,BBSDEV-18670,Bug,4010003,5000006,,11.0
BBSDEV,BBSDEV-18672,Task,,1000001,112.0,112.0
BBSDEV,BBSDEV-18672,Task,1000001,2010014,17.0,129.0
BBSDEV,BBSDEV-18672,Task,2010014,3000001,6.0,135.0
BBSDEV,BBSDEV-18672,Task,3000001,4010014,1.0,136.0
BBSDEV,BBSDEV-18672,Task,4010014,5010003,1.0,137.0
BBSDEV,BBSDEV-18672,Task,5010003,6000006,,137.0
BBSDEV,BBSDEV-18678,Task,,1000001,139.0,139.0
BBSDEV,BBSDEV-18678,Task,1000001,2010014,0.0,139.0
BBSDEV,BBSDEV-18678,Task,2010014,3010003,0.0,139.0
BBSDEV,BBSDEV-18678,Task,3010003,4000006,,139.0
BBSDEV,BBSDEV-18680,Task,,1000001,151.0,151.0
BBSDEV,BBSDEV-18680,Task,1000001,2000006,,151.0
BBSDEV,BBSDEV-18681,Task,,1000001,140.0,140.0
BBSDEV,BBSDEV-18681,Task,1000001,2010014,0.0,140.0
BBSDEV,BBSDEV-18681,Task,2010014,3010003,3.0,143.0
BBSDEV,BBSDEV-18681,Task,3010003,4000006,,143.0
BBSDEV,BBSDEV-18686,Task,,1000001,166.0,166.0
BBSDEV,BBSDEV-18686,Task,1000001,2010014,2.0,168.0
BBSDEV,BBSDEV-18686,Task,2010014,3010003,17.0,185.0
BBSDEV,BBSDEV-18686,Task,3010003,4000006,,185.0
BBSDEV,BBSDEV-18687,Task,,1000001,104.0,104.0
BBSDEV,BBSDEV-18687,Task,1000001,2010014,7.0,111.0
BBSDEV,BBSDEV-18687,Task,2010014,3010003,17.0,128.0
BBSDEV,BBSDEV-18687,Task,3010003,4010014,0.0,128.0
BBSDEV,BBSDEV-18687,Task,4010014,5010003,8.0,136.0
BBSDEV,BBSDEV-18687,Task,5010003,6000006,,136.0
BBSDEV,BBSDEV-18691,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18691,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18691,Task,2010014,3010003,70.0,70.0
BBSDEV,BBSDEV-18691,Task,3010003,4000006,,70.0
BBSDEV,BBSDEV-18698,Task,,1000001,25.0,25.0
BBSDEV,BBSDEV-18698,Task,1000001,2000006,,25.0
BBSDEV,BBSDEV-18699,Task,,1000001,25.0,25.0
BBSDEV,BBSDEV-18699,Task,1000001,2000006,,25.0
BBSDEV,BBSDEV-18700,Task,,1000001,25.0,25.0
BBSDEV,BBSDEV-18700,Task,1000001,2000006,,25.0
BBSDEV,BBSDEV-18701,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18701,Task,1015900,2010014,0.0,0.0
BBSDEV,BBSDEV-18701,Task,2010014,3010003,3.0,3.0
BBSDEV,BBSDEV-18701,Task,3010003,4000006,,3.0
BBSDEV,BBSDEV-18702,Improvement,,1000001,4.0,4.0
BBSDEV,BBSDEV-18702,Improvement,1000001,2010014,0.0,4.0
BBSDEV,BBSDEV-18702,Improvement,2010014,3010003,5.0,9.0
BBSDEV,BBSDEV-18702,Improvement,3010003,4000006,,9.0
BBSDEV,BBSDEV-18704,Epic,,1010006,2.0,2.0
BBSDEV,BBSDEV-18704,Epic,1010006,2014000,,2.0
BBSDEV,BBSDEV-18705,Epic,,1010006,2.0,2.0
BBSDEV,BBSDEV-18705,Epic,1010006,2014000,228.0,230.0
BBSDEV,BBSDEV-18705,Epic,2014000,3010001,,230.0
BBSDEV,BBSDEV-18707,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18707,Task,1000001,2010014,5.0,5.0
BBSDEV,BBSDEV-18707,Task,2010014,3010003,0.0,5.0
BBSDEV,BBSDEV-18707,Task,3010003,4000006,,5.0
BBSDEV,BBSDEV-18708,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-18708,Bug,1015900,2000001,,4.0
BBSDEV,BBSDEV-18709,Task,,1000001,5.0,5.0
