project,issuekey,issuetype,from_flow_id,to_flow_id,cycle,rolling_cycle
BBSDEV,BBSDEV-18000,Task,2010014,3010003,14.0,24.0
BBSDEV,BBSDEV-18000,Task,3010003,4000006,,24.0
BBSDEV,BBSDEV-18003,Task,,1000001,21.0,21.0
BBSDEV,BBSDEV-18003,Task,1000001,2010014,0.0,21.0
BBSDEV,BBSDEV-18003,Task,2010014,3010003,5.0,26.0
BBSDEV,BBSDEV-18003,Task,3010003,4000006,,26.0
BBSDEV,BBSDEV-18007,Task,,1000001,44.0,44.0
BBSDEV,BBSDEV-18007,Task,1000001,2010014,4.0,48.0
BBSDEV,BBSDEV-18007,Task,2010014,3000001,9.0,57.0
BBSDEV,BBSDEV-18007,Task,3000001,4010014,0.0,57.0
BBSDEV,BBSDEV-18007,Task,4010014,5010003,0.0,57.0
BBSDEV,BBSDEV-18007,Task,5010003,6000006,,57.0
BBSDEV,BBSDEV-18014,Task,,1000001,69.0,69.0
BBSDEV,BBSDEV-18014,Task,1000001,2010014,0.0,69.0
BBSDEV,BBSDEV-18014,Task,2010014,3010003,4.0,73.0
BBSDEV,BBSDEV-18014,Task,3010003,4000006,,73.0
BBSDEV,BBSDEV-18018,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18018,Task,1000001,2010006,1.0,1.0
BBSDEV,BBSDEV-18018,Task,2010006,3000006,,1.0
BBSDEV,BBSDEV-18019,Task,,1000001,195.0,195.0
BBSDEV,BBSDEV-18019,Task,1000001,2010014,2.0,197.0
BBSDEV,BBSDEV-18019,Task,2010014,3010003,0.0,197.0
BBSDEV,BBSDEV-18019,Task,3010003,4000006,,197.0
BBSDEV,BBSDEV-18021,Task,,1000001,20.0,20.0
BBSDEV,BBSDEV-18021,Task,1000001,2010014,2.0,22.0
BBSDEV,BBSDEV-18021,Task,2010014,3010003,11.0,33.0
BBSDEV,BBSDEV-18021,Task,3010003,4000006,,33.0
BBSDEV,BBSDEV-18026,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18026,Bug,1015900,2000001,1.0,1.0
BBSDEV,BBSDEV-18026,Bug,2000001,3010014,0.0,1.0
BBSDEV,BBSDEV-18026,Bug,3010014,4010003,1.0,2.0
BBSDEV,BBSDEV-18026,Bug,4010003,5000006,,2.0
BBSDEV,BBSDEV-18028,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18028,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18028,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18028,Task,3010003,4012101,1.0,1.0
BBSDEV,BBSDEV-18028,Task,4012101,5000006,,1.0
BBSDEV,BBSDEV-18029,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18029,Bug,1015900,2000006,,0.0
BBSDEV,BBSDEV-18031,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18031,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18031,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18031,Task,3010003,4012101,1.0,1.0
BBSDEV,BBSDEV-18031,Task,4012101,5000006,,1.0
BBSDEV,BBSDEV-18032,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18032,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18032,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18032,Task,3010003,4012101,1.0,1.0
BBSDEV,BBSDEV-18032,Task,4012101,5000006,,1.0
BBSDEV,BBSDEV-18033,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18033,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18033,Task,2010014,3010003,4.0,4.0
BBSDEV,BBSDEV-18033,Task,3010003,4000006,,4.0
BBSDEV,BBSDEV-18035,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18035,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18035,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18035,Task,3010003,4012101,1.0,1.0
BBSDEV,BBSDEV-18035,Task,4012101,5000006,,1.0
BBSDEV,BBSDEV-18036,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18036,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18036,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18036,Task,3010003,4012101,0.0,0.0
BBSDEV,BBSDEV-18036,Task,4012101,5000006,,0.0
BBSDEV,BBSDEV-18040,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18040,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18040,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18040,Task,3010003,4012101,0.0,0.0
BBSDEV,BBSDEV-18040,Task,4012101,5000006,,0.0
BBSDEV,BBSDEV-18041,Bug,,1000001,0.0,0.0
BBSDEV,BBSDEV-18041,Bug,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18041,Bug,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18041,Bug,3010003,4000006,,0.0
BBSDEV,BBSDEV-18043,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18043,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18043,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18043,Task,3010003,4012101,0.0,0.0
BBSDEV,BBSDEV-18043,Task,4012101,5000006,,0.0
BBSDEV,BBSDEV-18045,Bug,,1015900,5.0,5.0
BBSDEV,BBSDEV-18045,Bug,1015900,2000006,,5.0
BBSDEV,BBSDEV-18050,Task,,1000001,3.0,3.0
BBSDEV,BBSDEV-18050,Task,1000001,2010014,0.0,3.0
BBSDEV,BBSDEV-18050,Task,2010014,3010003,0.0,3.0
BBSDEV,BBSDEV-18050,Task,3010003,4012101,3.0,6.0
BBSDEV,BBSDEV-18050,Task,4012101,5000006,,6.0
BBSDEV,BBSDEV-18051,Sub-task,,1000001,144.0,144.0
BBSDEV,BBSDEV-18051,Sub-task,1000001,2000006,,144.0
BBSDEV,BBSDEV-18052,Sub-task,,1000001,122.0,122.0
BBSDEV,BBSDEV-18052,Sub-task,1000001,2010014,7.0,129.0
BBSDEV,BBSDEV-18052,Sub-task,2010014,3010003,5.0,134.0
BBSDEV,BBSDEV-18052,Sub-task,3010003,4012101,0.0,134.0
BBSDEV,BBSDEV-18052,Sub-task,4012101,5000006,,134.0
BBSDEV,BBSDEV-18054,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-18054,Bug,1015900,2000001,64.0,68.0
BBSDEV,BBSDEV-18054,Bug,2000001,3000006,,68.0
BBSDEV,BBSDEV-18056,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18056,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18056,Task,2010014,3010003,3.0,3.0
BBSDEV,BBSDEV-18056,Task,3010003,4012101,0.0,3.0
BBSDEV,BBSDEV-18056,Task,4012101,5000006,,3.0
BBSDEV,BBSDEV-18060,Bug,,1015900,3.0,3.0
BBSDEV,BBSDEV-18060,Bug,1015900,2000001,0.0,3.0
BBSDEV,BBSDEV-18060,Bug,2000001,3010014,0.0,3.0
BBSDEV,BBSDEV-18060,Bug,3010014,4000006,0.0,3.0
BBSDEV,BBSDEV-18060,Bug,4000006,5000001,0.0,3.0
BBSDEV,BBSDEV-18060,Bug,5000001,6010014,0.0,3.0
BBSDEV,BBSDEV-18060,Bug,6010014,7000006,,3.0
BBSDEV,BBSDEV-18061,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18061,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18061,Task,2010014,3010003,2.0,2.0
BBSDEV,BBSDEV-18061,Task,3010003,4000006,,2.0
BBSDEV,BBSDEV-18068,Task,,1000001,2.0,2.0
BBSDEV,BBSDEV-18068,Task,1000001,2010014,0.0,2.0
BBSDEV,BBSDEV-18068,Task,2010014,3010003,0.0,2.0
BBSDEV,BBSDEV-18068,Task,3010003,4000006,,2.0
BBSDEV,BBSDEV-18070,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18070,Bug,1015900,2000001,,0.0
BBSDEV,BBSDEV-18071,Bug,,1000001,0.0,0.0
BBSDEV,BBSDEV-18071,Bug,1000001,2010014,,0.0
BBSDEV,BBSDEV-18072,Improvement,,1015900,0.0,0.0
BBSDEV,BBSDEV-18072,Improvement,1015900,2010006,,0.0
BBSDEV,BBSDEV-18078,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18078,Bug,1015900,2000001,56.0,56.0
BBSDEV,BBSDEV-18078,Bug,2000001,3010014,1.0,57.0
BBSDEV,BBSDEV-18078,Bug,3010014,4010003,1.0,58.0
BBSDEV,BBSDEV-18078,Bug,4010003,5012101,5.0,63.0
BBSDEV,BBSDEV-18078,Bug,5012101,6000006,,63.0
BBSDEV,BBSDEV-18083,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18083,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18083,Bug,2000001,3000006,,0.0
BBSDEV,BBSDEV-18089,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18089,Task,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18089,Task,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18089,Task,3010014,4010003,1.0,1.0
BBSDEV,BBSDEV-18089,Task,4010003,5000006,,1.0
BBSDEV,BBSDEV-18090,Improvement,,1015900,0.0,0.0
BBSDEV,BBSDEV-18090,Improvement,1015900,2010014,0.0,0.0
BBSDEV,BBSDEV-18090,Improvement,2010014,3010006,,0.0
BBSDEV,BBSDEV-18092,Task,,1000001,5.0,5.0
BBSDEV,BBSDEV-18092,Task,1000001,2000006,,5.0
BBSDEV,BBSDEV-18093,Task,,1000001,26.0,26.0
BBSDEV,BBSDEV-18093,Task,1000001,2010014,0.0,26.0
BBSDEV,BBSDEV-18093,Task,2010014,3010003,6.0,32.0
BBSDEV,BBSDEV-18093,Task,3010003,4000006,,32.0
BBSDEV,BBSDEV-18095,Task,,1000001,5.0,5.0
BBSDEV,BBSDEV-18095,Task,1000001,2000006,,5.0
BBSDEV,BBSDEV-18098,Task,,1000001,71.0,71.0
BBSDEV,BBSDEV-18098,Task,1000001,2010014,0.0,71.0
BBSDEV,BBSDEV-18098,Task,2010014,3010003,0.0,71.0
BBSDEV,BBSDEV-18098,Task,3010003,4000006,,71.0
BBSDEV,BBSDEV-18100,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18100,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18100,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18100,Task,3010003,4012101,2.0,2.0
BBSDEV,BBSDEV-18100,Task,4012101,5000006,,2.0
BBSDEV,BBSDEV-18102,Task,,1000001,33.0,33.0
BBSDEV,BBSDEV-18102,Task,1000001,2010014,0.0,33.0
BBSDEV,BBSDEV-18102,Task,2010014,3000006,,33.0
BBSDEV,BBSDEV-18103,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-18103,Task,1000001,2010014,0.0,14.0
BBSDEV,BBSDEV-18103,Task,2010014,3000006,,14.0
BBSDEV,BBSDEV-18105,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18105,Improvement,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18105,Improvement,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18105,Improvement,3010003,4000006,,0.0
BBSDEV,BBSDEV-18108,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18108,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18108,Task,2010014,3000006,,0.0
BBSDEV,BBSDEV-18109,Task,,1000001,116.0,116.0
BBSDEV,BBSDEV-18109,Task,1000001,2010014,23.0,139.0
BBSDEV,BBSDEV-18109,Task,2010014,3010003,1.0,140.0
BBSDEV,BBSDEV-18109,Task,3010003,4000006,,140.0
BBSDEV,BBSDEV-18110,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18110,Improvement,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18110,Improvement,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18110,Improvement,3010003,4012101,0.0,0.0
BBSDEV,BBSDEV-18110,Improvement,4012101,5000006,,0.0
BBSDEV,BBSDEV-18111,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18111,Improvement,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18111,Improvement,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18111,Improvement,3010003,4012101,2.0,2.0
BBSDEV,BBSDEV-18111,Improvement,4012101,5000006,,2.0
BBSDEV,BBSDEV-18114,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18114,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18114,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18114,Bug,3010014,4010003,0.0,0.0
BBSDEV,BBSDEV-18114,Bug,4010003,5012101,1.0,1.0
BBSDEV,BBSDEV-18114,Bug,5012101,6000006,,1.0
BBSDEV,BBSDEV-18115,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18115,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18115,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18115,Task,3010003,4012101,0.0,0.0
BBSDEV,BBSDEV-18115,Task,4012101,5000006,,0.0
BBSDEV,BBSDEV-18118,Task,,1000001,13.0,13.0
BBSDEV,BBSDEV-18118,Task,1000001,2010014,0.0,13.0
BBSDEV,BBSDEV-18118,Task,2010014,3010003,1.0,14.0
BBSDEV,BBSDEV-18118,Task,3010003,4010014,3.0,17.0
BBSDEV,BBSDEV-18118,Task,4010014,5010003,0.0,17.0
BBSDEV,BBSDEV-18118,Task,5010003,6000006,,17.0
BBSDEV,BBSDEV-18122,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18122,Improvement,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18122,Improvement,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-18122,Improvement,3010003,4010014,0.0,0.0
BBSDEV,BBSDEV-18122,Improvement,4010014,5010003,0.0,0.0
BBSDEV,BBSDEV-18122,Improvement,5010003,6012101,2.0,2.0
BBSDEV,BBSDEV-18122,Improvement,6012101,7000006,,2.0
BBSDEV,BBSDEV-18128,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18128,Task,1000001,2010014,19.0,19.0
BBSDEV,BBSDEV-18128,Task,2010014,3000006,,19.0
BBSDEV,BBSDEV-18134,Bug,,1015900,3.0,3.0
BBSDEV,BBSDEV-18134,Bug,1015900,2000001,0.0,3.0
BBSDEV,BBSDEV-18134,Bug,2000001,3000006,,3.0
BBSDEV,BBSDEV-18135,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18135,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18135,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18135,Bug,3010014,4010003,0.0,0.0
BBSDEV,BBSDEV-18135,Bug,4010003,5012101,2.0,2.0
BBSDEV,BBSDEV-18135,Bug,5012101,6000006,,2.0
BBSDEV,BBSDEV-18136,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18136,Bug,1015900,2000001,17.0,17.0
BBSDEV,BBSDEV-18136,Bug,2000001,3010014,0.0,17.0
BBSDEV,BBSDEV-18136,Bug,3010014,4010003,4.0,21.0
BBSDEV,BBSDEV-18136,Bug,4010003,5012101,6.0,27.0
BBSDEV,BBSDEV-18136,Bug,5012101,6000006,,27.0
BBSDEV,BBSDEV-18137,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18137,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18137,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18137,Bug,3010014,4010003,0.0,0.0
BBSDEV,BBSDEV-18137,Bug,4010003,5012101,0.0,0.0
BBSDEV,BBSDEV-18137,Bug,5012101,6000006,,0.0
BBSDEV,BBSDEV-18139,Bug,,1015900,3.0,3.0
BBSDEV,BBSDEV-18139,Bug,1015900,2000001,16.0,19.0
BBSDEV,BBSDEV-18139,Bug,2000001,3000006,,19.0
BBSDEV,BBSDEV-18144,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18144,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18144,Task,2010014,3010003,4.0,4.0
BBSDEV,BBSDEV-18144,Task,3010003,4000006,,4.0
BBSDEV,BBSDEV-18145,Task,,1000001,4.0,4.0
BBSDEV,BBSDEV-18145,Task,1000001,2010014,0.0,4.0
BBSDEV,BBSDEV-18145,Task,2010014,3010003,9.0,13.0
BBSDEV,BBSDEV-18145,Task,3010003,4000006,,13.0
BBSDEV,BBSDEV-18146,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18146,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18146,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18146,Bug,3010014,4010003,0.0,0.0
BBSDEV,BBSDEV-18146,Bug,4010003,5012101,0.0,0.0
BBSDEV,BBSDEV-18146,Bug,5012101,6000006,,0.0
BBSDEV,BBSDEV-18148,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18148,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-18148,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-18148,Bug,3010014,4010003,1.0,1.0
BBSDEV,BBSDEV-18148,Bug,4010003,5012101,0.0,1.0
BBSDEV,BBSDEV-18148,Bug,5012101,6000006,,1.0
BBSDEV,BBSDEV-18152,Task,,1000001,24.0,24.0
BBSDEV,BBSDEV-18152,Task,1000001,2010014,1.0,25.0
BBSDEV,BBSDEV-18152,Task,2010014,3010003,2.0,27.0
BBSDEV,BBSDEV-18152,Task,3010003,4012101,1.0,28.0
BBSDEV,BBSDEV-18152,Task,4012101,5000006,,28.0
BBSDEV,BBSDEV-18153,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18153,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18153,Task,2010014,3010003,7.0,7.0
BBSDEV,BBSDEV-18153,Task,3010003,4000006,,7.0
BBSDEV,BBSDEV-18155,Task,,1000001,8.0,8.0
BBSDEV,BBSDEV-18155,Task,1000001,2010014,7.0,15.0
BBSDEV,BBSDEV-18155,Task,2010014,3010003,5.0,20.0
BBSDEV,BBSDEV-18155,Task,3010003,4000006,,20.0
BBSDEV,BBSDEV-18157,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18157,Bug,1015900,2000001,49.0,49.0
BBSDEV,BBSDEV-18157,Bug,2000001,3010014,0.0,49.0
BBSDEV,BBSDEV-18157,Bug,3010014,4000006,,49.0
BBSDEV,BBSDEV-18158,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18158,Bug,1015900,2000001,12.0,12.0
BBSDEV,BBSDEV-18158,Bug,2000001,3010014,38.0,50.0
BBSDEV,BBSDEV-18158,Bug,3010014,4000001,,50.0
BBSDEV,BBSDEV-18164,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18164,Bug,1015900,2000001,10.0,10.0
BBSDEV,BBSDEV-18164,Bug,2000001,3010014,0.0,10.0
BBSDEV,BBSDEV-18164,Bug,3010014,4010003,0.0,10.0
BBSDEV,BBSDEV-18164,Bug,4010003,5012101,13.0,23.0
BBSDEV,BBSDEV-18164,Bug,5012101,6000006,,23.0
BBSDEV,BBSDEV-18165,Task,,1000001,10.0,10.0
BBSDEV,BBSDEV-18165,Task,1000001,2010014,0.0,10.0
BBSDEV,BBSDEV-18165,Task,2010014,3010003,1.0,11.0
BBSDEV,BBSDEV-18165,Task,3010003,4000006,,11.0
BBSDEV,BBSDEV-18167,Task,,1000001,87.0,87.0
BBSDEV,BBSDEV-18167,Task,1000001,2000006,,87.0
BBSDEV,BBSDEV-18170,Task,,1000001,1.0,1.0
BBSDEV,BBSDEV-18170,Task,1000001,2010014,5.0,6.0
BBSDEV,BBSDEV-18170,Task,2010014,3000006,,6.0
BBSDEV,BBSDEV-18171,Task,,1000001,2.0,2.0
BBSDEV,BBSDEV-18171,Task,1000001,2010014,1.0,3.0
BBSDEV,BBSDEV-18171,Task,2010014,3000006,,3.0
BBSDEV,BBSDEV-18172,Task,,1000001,87.0,87.0
BBSDEV,BBSDEV-18172,Task,1000001,2000006,,87.0
BBSDEV,BBSDEV-18173,Task,,1000001,45.0,45.0
BBSDEV,BBSDEV-18173,Task,1000001,2000006,,45.0
BBSDEV,BBSDEV-18180,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18180,Task,1015900,2000001,20.0,20.0
BBSDEV,BBSDEV-18180,Task,2000001,3010014,13.0,33.0
BBSDEV,BBSDEV-18180,Task,3010014,4010003,1.0,34.0
BBSDEV,BBSDEV-18180,Task,4010003,5000006,,34.0
BBSDEV,BBSDEV-18182,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-18182,Bug,1015900,2000001,15.0,15.0
BBSDEV,BBSDEV-18182,Bug,2000001,3010014,0.0,15.0
BBSDEV,BBSDEV-18182,Bug,3010014,4010003,3.0,18.0
BBSDEV,BBSDEV-18182,Bug,4010003,5000006,,18.0
BBSDEV,BBSDEV-18183,Bug,,1015900,13.0,13.0
BBSDEV,BBSDEV-18183,Bug,1015900,2000001,301.0,314.0
BBSDEV,BBSDEV-18183,Bug,2000001,3015900,0.0,314.0
BBSDEV,BBSDEV-18183,Bug,3015900,4020201,,314.0
BBSDEV,BBSDEV-18185,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-18185,Improvement,1000001,2010014,1.0,1.0
BBSDEV,BBSDEV-18185,Improvement,2010014,3010003,5.0,6.0
BBSDEV,BBSDEV-18185,Improvement,3010003,4000006,,6.0
BBSDEV,BBSDEV-18187,Task,,1000001,4.0,4.0
BBSDEV,BBSDEV-18187,Task,1000001,2010014,0.0,4.0
BBSDEV,BBSDEV-18187,Task,2010014,3010003,0.0,4.0
BBSDEV,BBSDEV-18187,Task,3010003,4000006,,4.0
BBSDEV,BBSDEV-18188,Bug,,1000001,56.0,56.0
BBSDEV,BBSDEV-18188,Bug,1000001,2010014,46.0,102.0
BBSDEV,BBSDEV-18188,Bug,2010014,3000001,44.0,146.0
BBSDEV,BBSDEV-18188,Bug,3000001,4000006,,146.0
BBSDEV,BBSDEV-18190,Task,,1000001,52.0,52.0
BBSDEV,BBSDEV-18190,Task,1000001,2000006,,52.0
BBSDEV,BBSDEV-18191,Task,,1000001,52.0,52.0
BBSDEV,BBSDEV-18191,Task,1000001,2000006,,52.0
BBSDEV,BBSDEV-18192,Bug,,1015900,3.0,3.0
BBSDEV,BBSDEV-18192,Bug,1015900,2000001,9.0,12.0
BBSDEV,BBSDEV-18192,Bug,2000001,3000006,,12.0
BBSDEV,BBSDEV-18194,Task,,1015900,2.0,2.0
BBSDEV,BBSDEV-18194,Task,1015900,2000001,13.0,15.0
BBSDEV,BBSDEV-18194,Task,2000001,3010014,3.0,18.0
BBSDEV,BBSDEV-18194,Task,3010014,4010003,15.0,33.0
BBSDEV,BBSDEV-18194,Task,4010003,5000006,,33.0
BBSDEV,BBSDEV-18195,Bug,,1015900,2.0,2.0
BBSDEV,BBSDEV-18195,Bug,1015900,2000001,1.0,3.0
BBSDEV,BBSDEV-18195,Bug,2000001,3000006,,3.0
BBSDEV,BBSDEV-18197,Task,,1000001,16.0,16.0
BBSDEV,BBSDEV-18197,Task,1000001,2010014,0.0,16.0
BBSDEV,BBSDEV-18197,Task,2010014,3010003,0.0,16.0
BBSDEV,BBSDEV-18197,Task,3010003,4000006,,16.0
BBSDEV,BBSDEV-18199,Task,,1000001,1.0,1.0
BBSDEV,BBSDEV-18199,Task,1000001,2000006,,1.0
BBSDEV,BBSDEV-18200,Bug,,1015900,14.0,14.0
BBSDEV,BBSDEV-18200,Bug,1015900,2000001,,14.0
BBSDEV,BBSDEV-18201,Task,,1000001,6.0,6.0
BBSDEV,BBSDEV-18201,Task,1000001,2010014,66.0,72.0
BBSDEV,BBSDEV-18201,Task,2010014,3010003,3.0,75.0
BBSDEV,BBSDEV-18201,Task,3010003,4000006,,75.0
BBSDEV,BBSDEV-18202,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18202,Task,1015900,2000001,10.0,10.0
BBSDEV,BBSDEV-18202,Task,2000001,3010014,27.0,37.0
BBSDEV,BBSDEV-18202,Task,3010014,4010003,5.0,42.0
BBSDEV,BBSDEV-18202,Task,4010003,5000006,,42.0
BBSDEV,BBSDEV-18203,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18203,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-18203,Task,2010014,3010003,2.0,2.0
BBSDEV,BBSDEV-18203,Task,3010003,4000006,,2.0
BBSDEV,BBSDEV-18204,Task,,1015900,6.0,6.0
BBSDEV,BBSDEV-18204,Task,1015900,2000001,22.0,28.0
BBSDEV,BBSDEV-18204,Task,2000001,3010014,7.0,35.0
BBSDEV,BBSDEV-18204,Task,3010014,4000006,,35.0
BBSDEV,BBSDEV-18206,Task,,1000001,15.0,15.0
BBSDEV,BBSDEV-18206,Task,1000001,2010014,10.0,25.0
BBSDEV,BBSDEV-18206,Task,2010014,3010003,0.0,25.0
BBSDEV,BBSDEV-18206,Task,3010003,4000006,,25.0
BBSDEV,BBSDEV-18207,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-18207,Task,1000001,2010014,5.0,5.0
BBSDEV,BBSDEV-18207,Task,2010014,3010003,8.0,13.0
BBSDEV,BBSDEV-18207,Task,3010003,4000006,,13.0
BBSDEV,BBSDEV-18208,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-18208,Task,1015900,2010014,2.0,2.0
BBSDEV,BBSDEV-18208,Task,2010014,3010003,10.0,12.0
BBSDEV,BBSDEV-18208,Task,3010003,4000006,,12.0
BBSDEV,BBSDEV-18209,Task,,1000001,4.0,4.0
BBSDEV,BBSDEV-18209,Task,1000001,2010014,7.0,11.0
BBSDEV,BBSDEV-18209,Task,2010014,3010003,0.0,11.0
BBSDEV,BBSDEV-18209,Task,3010003,4000006,,11.0
BBSDEV,BBSDEV-18213,Bug,,1015900,5.0,5.0
BBSDEV,BBSDEV-18213,Bug,1015900,2000001,0.0,5.0
BBSDEV,BBSDEV-18213,Bug,2000001,3010014,0.0,5.0
BBSDEV,BBSDEV-18213,Bug,3010014,4010003,5.0,10.0
BBSDEV,BBSDEV-18213,Bug,4010003,5000006,,10.0
BBSDEV,BBSDEV-18214,Task,,1015900,5.0,5.0
BBSDEV,BBSDEV-18214,Task,1015900,2000001,28.0,33.0
BBSDEV,BBSDEV-18214,Task,2000001,3010014,2.0,35.0
BBSDEV,BBSDEV-18214,Task,3010014,4010003,0.0,35.0
BBSDEV,BBSDEV-18214,Task,4010003,5000006,,35.0
BBSDEV,BBSDEV-18216,Task,,1000001,4.0,4.0
BBSDEV,BBSDEV-18216,Task,1000001,2010014,0.0,4.0
BBSDEV,BBSDEV-18216,Task,2010014,3010003,3.0,7.0
BBSDEV,BBSDEV-18216,Task,3010003,4000006,0.0,7.0
BBSDEV,BBSDEV-18216,Task,4000006,5012101,2.0,9.0
BBSDEV,BBSDEV-18216,Task,5012101,6000006,,9.0
BBSDEV,BBSDEV-18220,Task,,1000001,292.0,292.0
BBSDEV,BBSDEV-18220,Task,1000001,2000006,,292.0
BBSDEV,BBSDEV-18221,Task,,1000001,1.0,1.0
BBSDEV,BBSDEV-18221,Task,1000001,2010014,9.0,10.0
BBSDEV,BBSDEV-18221,Task,2010014,3010003,0.0,10.0
