project,issuekey,issuetype,rnk,status,leading_status,lagging_status,category,leading_category,lagging_category,created,started,finished,cycle,rolling_cycle
BBSDEV,BBSDEV-17521,Task,3,Code review,In progress,In progress,Doing,Doing,Doing,2018-04-17 01:02:56.144,2018-06-01 05:28:54.182,2018-06-04 04:45:11.850,2.0,47.0
BBSDEV,BBSDEV-17521,Task,4,In progress,Code review,Open,Doing,Doing,ToDo,2018-04-17 01:02:56.144,2018-06-04 04:45:11.850,2018-06-05 05:47:52.292,1.0,48.0
BBSDEV,BBSDEV-17521,Task,5,Open,In progress,In progress,ToDo,Doing,Doing,2018-04-17 01:02:56.144,2018-06-05 05:47:52.292,2018-06-07 03:04:47.367,1.0,49.0
BBSDEV,BBSDEV-17521,Task,6,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-17 01:02:56.144,2018-06-07 03:04:47.367,2018-06-12 05:40:11.072,5.0,54.0
BBSDEV,BBSDEV-17521,Task,7,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-04-17 01:02:56.144,2018-06-12 05:40:11.072,2018-06-21 03:07:56.069,8.0,62.0
BBSDEV,BBSDEV-17521,Task,8,Quality Review,Code review,Closed,Doing,Doing,Done,2018-04-17 01:02:56.144,2018-06-21 03:07:56.069,2018-06-21 03:08:44.135,0.0,62.0
BBSDEV,BBSDEV-17521,Task,9,Closed,Quality Review,,Done,Doing,,2018-04-17 01:02:56.144,2018-06-21 03:08:44.135,,,62.0
BBSDEV,BBSDEV-17522,Task,1,Open,,In progress,ToDo,,Doing,2018-04-17 02:23:23.325,2018-04-17 02:23:23.325,2018-06-27 00:18:04.689,70.0,70.0
BBSDEV,BBSDEV-17522,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-17 02:23:23.325,2018-06-27 00:18:04.689,2018-07-04 04:50:54.335,7.0,77.0
BBSDEV,BBSDEV-17522,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-04-17 02:23:23.325,2018-07-04 04:50:54.335,2018-07-06 06:58:59.062,2.0,79.0
BBSDEV,BBSDEV-17522,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-04-17 02:23:23.325,2018-07-06 06:58:59.062,2018-07-11 02:43:43.824,4.0,83.0
BBSDEV,BBSDEV-17522,Task,5,Closed,Quality Review,,Done,Doing,,2018-04-17 02:23:23.325,2018-07-11 02:43:43.824,,,83.0
BBSDEV,BBSDEV-17529,Task,1,Open,,In progress,ToDo,,Doing,2018-04-17 05:24:38.630,2018-04-17 05:24:38.630,2018-07-24 06:22:14.011,98.0,98.0
BBSDEV,BBSDEV-17529,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-04-17 05:24:38.630,2018-07-24 06:22:14.011,2018-07-24 06:23:11.257,0.0,98.0
BBSDEV,BBSDEV-17529,Task,3,Closed,In progress,,Done,Doing,,2018-04-17 05:24:38.630,2018-07-24 06:23:11.257,,,98.0
BBSDEV,BBSDEV-17530,Task,1,Open,,In progress,ToDo,,Doing,2018-04-17 12:05:44.449,2018-04-17 12:05:44.449,2018-06-20 00:41:35.610,63.0,63.0
BBSDEV,BBSDEV-17530,Task,2,In progress,Open,Open,Doing,ToDo,ToDo,2018-04-17 12:05:44.449,2018-06-20 00:41:35.610,2018-06-20 00:44:13.030,0.0,63.0
BBSDEV,BBSDEV-17530,Task,3,Open,In progress,In progress,ToDo,Doing,Doing,2018-04-17 12:05:44.449,2018-06-20 00:44:13.030,2018-07-04 00:20:08.385,13.0,76.0
BBSDEV,BBSDEV-17530,Task,4,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-17 12:05:44.449,2018-07-04 00:20:08.385,2018-07-05 00:48:21.912,1.0,77.0
BBSDEV,BBSDEV-17530,Task,5,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-04-17 12:05:44.449,2018-07-05 00:48:21.912,2018-07-05 03:31:25.197,0.0,77.0
BBSDEV,BBSDEV-17530,Task,6,Quality Review,Code review,Closed,Doing,Doing,Done,2018-04-17 12:05:44.449,2018-07-05 03:31:25.197,2018-07-06 01:45:21.654,0.0,77.0
BBSDEV,BBSDEV-17530,Task,7,Closed,Quality Review,,Done,Doing,,2018-04-17 12:05:44.449,2018-07-06 01:45:21.654,,,77.0
BBSDEV,BBSDEV-17532,Task,1,Open,,In progress,ToDo,,Doing,2018-04-18 05:43:48.107,2018-04-18 05:43:48.107,2018-04-18 05:44:15.496,0.0,0.0
BBSDEV,BBSDEV-17532,Task,2,In progress,Open,Triage,Doing,ToDo,ToDo,2018-04-18 05:43:48.107,2018-04-18 05:44:15.496,2018-04-30 02:28:40.394,11.0,11.0
BBSDEV,BBSDEV-17532,Task,3,Triage,In progress,Open,ToDo,Doing,ToDo,2018-04-18 05:43:48.107,2018-04-30 02:28:40.394,2018-04-30 02:28:47.053,0.0,11.0
BBSDEV,BBSDEV-17532,Task,4,Open,Triage,Triage,ToDo,ToDo,ToDo,2018-04-18 05:43:48.107,2018-04-30 02:28:47.053,2019-02-12 23:54:36.106,288.0,299.0
BBSDEV,BBSDEV-17532,Task,5,Triage,Open,,ToDo,ToDo,,2018-04-18 05:43:48.107,2019-02-12 23:54:36.106,,,299.0
BBSDEV,BBSDEV-17533,Task,1,Open,,In progress,ToDo,,Doing,2018-04-18 07:22:00.823,2018-04-18 07:22:00.823,2018-05-04 05:11:53.669,15.0,15.0
BBSDEV,BBSDEV-17533,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-18 07:22:00.823,2018-05-04 05:11:53.669,2018-05-04 05:11:56.012,0.0,15.0
BBSDEV,BBSDEV-17533,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-04-18 07:22:00.823,2018-05-04 05:11:56.012,2018-05-10 00:49:11.363,5.0,20.0
BBSDEV,BBSDEV-17533,Task,4,Closed,Code review,,Done,Doing,,2018-04-18 07:22:00.823,2018-05-10 00:49:11.363,,,20.0
BBSDEV,BBSDEV-17534,Task,1,Open,,In progress,ToDo,,Doing,2018-04-19 01:18:42.914,2018-04-19 01:18:42.914,2018-08-27 23:33:53.278,130.0,130.0
BBSDEV,BBSDEV-17534,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-04-19 01:18:42.914,2018-08-27 23:33:53.278,2018-08-31 02:24:56.409,3.0,133.0
BBSDEV,BBSDEV-17534,Task,3,Closed,In progress,,Done,Doing,,2018-04-19 01:18:42.914,2018-08-31 02:24:56.409,,,133.0
BBSDEV,BBSDEV-17535,Task,1,Open,,In progress,ToDo,,Doing,2018-04-19 01:18:53.370,2018-04-19 01:18:53.370,2018-10-08 00:28:47.445,171.0,171.0
BBSDEV,BBSDEV-17535,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-04-19 01:18:53.370,2018-10-08 00:28:47.445,2018-10-16 22:27:27.040,8.0,179.0
BBSDEV,BBSDEV-17535,Task,3,Closed,In progress,,Done,Doing,,2018-04-19 01:18:53.370,2018-10-16 22:27:27.040,,,179.0
BBSDEV,BBSDEV-17536,Task,1,Open,,In progress,ToDo,,Doing,2018-04-20 01:15:11.999,2018-04-20 01:15:11.999,2018-04-20 01:15:15.726,0.0,0.0
BBSDEV,BBSDEV-17536,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-04-20 01:15:11.999,2018-04-20 01:15:15.726,2018-05-02 07:17:46.182,12.0,12.0
BBSDEV,BBSDEV-17536,Task,3,Closed,In progress,,Done,Doing,,2018-04-20 01:15:11.999,2018-05-02 07:17:46.182,,,12.0
BBSDEV,BBSDEV-17539,Improvement,1,Open,,In progress,ToDo,,Doing,2018-04-23 04:05:17.934,2018-04-23 04:05:17.934,2018-05-01 03:23:18.554,7.0,7.0
BBSDEV,BBSDEV-17539,Improvement,2,In progress,Open,,Doing,ToDo,,2018-04-23 04:05:17.934,2018-05-01 03:23:18.554,,,7.0
BBSDEV,BBSDEV-17541,Task,1,Open,,Closed,ToDo,,Done,2018-04-23 07:11:40.960,2018-04-23 07:11:40.960,2018-07-24 06:58:24.629,91.0,91.0
BBSDEV,BBSDEV-17541,Task,2,Closed,Open,,Done,ToDo,,2018-04-23 07:11:40.960,2018-07-24 06:58:24.629,,,91.0
BBSDEV,BBSDEV-17542,Task,1,Open,,In progress,ToDo,,Doing,2018-04-23 23:53:29.610,2018-04-23 23:53:29.610,2018-04-23 23:53:38.806,0.0,0.0
BBSDEV,BBSDEV-17542,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-23 23:53:29.610,2018-04-23 23:53:38.806,2018-04-24 01:47:46.842,0.0,0.0
BBSDEV,BBSDEV-17542,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-04-23 23:53:29.610,2018-04-24 01:47:46.842,2018-04-30 06:45:04.421,6.0,6.0
BBSDEV,BBSDEV-17542,Task,4,Closed,Code review,,Done,Doing,,2018-04-23 23:53:29.610,2018-04-30 06:45:04.421,,,6.0
BBSDEV,BBSDEV-17545,Epic,1,Open,,Triage,ToDo,,ToDo,2018-04-26 01:17:03.114,2018-04-26 01:17:03.114,2018-05-28 03:50:58.991,32.0,32.0
BBSDEV,BBSDEV-17545,Epic,2,Triage,Open,In Development,ToDo,ToDo,Doing,2018-04-26 01:17:03.114,2018-05-28 03:50:58.991,2018-07-13 02:22:18.137,45.0,77.0
BBSDEV,BBSDEV-17545,Epic,3,In Development,Triage,Done,Doing,ToDo,Done,2018-04-26 01:17:03.114,2018-07-13 02:22:18.137,2018-07-13 02:22:35.423,0.0,77.0
BBSDEV,BBSDEV-17545,Epic,4,Done,In Development,,Done,Doing,,2018-04-26 01:17:03.114,2018-07-13 02:22:35.423,,,77.0
BBSDEV,BBSDEV-17546,Task,1,Open,,Closed,ToDo,,Done,2018-04-26 04:31:37.670,2018-04-26 04:31:37.670,2018-06-18 01:27:30.222,52.0,52.0
BBSDEV,BBSDEV-17546,Task,2,Closed,Open,,Done,ToDo,,2018-04-26 04:31:37.670,2018-06-18 01:27:30.222,,,52.0
BBSDEV,BBSDEV-17547,Task,1,Open,,In progress,ToDo,,Doing,2018-04-26 04:44:07.852,2018-04-26 04:44:07.852,2018-04-26 06:39:53.723,0.0,0.0
BBSDEV,BBSDEV-17547,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-26 04:44:07.852,2018-04-26 06:39:53.723,2018-04-27 01:43:44.166,0.0,0.0
BBSDEV,BBSDEV-17547,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-04-26 04:44:07.852,2018-04-27 01:43:44.166,2018-05-07 04:50:40.950,10.0,10.0
BBSDEV,BBSDEV-17547,Task,4,Closed,Code review,,Done,Doing,,2018-04-26 04:44:07.852,2018-05-07 04:50:40.950,,,10.0
BBSDEV,BBSDEV-17552,Task,1,Open,,Closed,ToDo,,Done,2018-04-26 05:59:12.817,2018-04-26 05:59:12.817,2018-07-09 07:17:37.184,74.0,74.0
BBSDEV,BBSDEV-17552,Task,2,Closed,Open,,Done,ToDo,,2018-04-26 05:59:12.817,2018-07-09 07:17:37.184,,,74.0
BBSDEV,BBSDEV-17553,Task,1,Open,,In progress,ToDo,,Doing,2018-04-26 06:05:17.616,2018-04-26 06:05:17.616,2018-07-30 04:27:55.920,94.0,94.0
BBSDEV,BBSDEV-17553,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-26 06:05:17.616,2018-07-30 04:27:55.920,2018-07-31 05:49:21.368,1.0,95.0
BBSDEV,BBSDEV-17553,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-04-26 06:05:17.616,2018-07-31 05:49:21.368,2018-07-31 06:54:53.674,0.0,95.0
BBSDEV,BBSDEV-17553,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-04-26 06:05:17.616,2018-07-31 06:54:53.674,2018-08-03 05:37:16.463,2.0,97.0
BBSDEV,BBSDEV-17553,Task,5,Closed,Quality Review,,Done,Doing,,2018-04-26 06:05:17.616,2018-08-03 05:37:16.463,,,97.0
BBSDEV,BBSDEV-17555,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2018-04-27 00:05:52.811,2018-04-27 00:05:52.811,2018-04-27 00:47:07.378,0.0,0.0
BBSDEV,BBSDEV-17555,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2018-04-27 00:05:52.811,2018-04-27 00:47:07.378,2018-04-27 00:47:45.315,0.0,0.0
BBSDEV,BBSDEV-17555,Bug,3,In progress,Open,Closed,Doing,ToDo,Done,2018-04-27 00:05:52.811,2018-04-27 00:47:45.315,2018-05-25 00:29:29.102,27.0,27.0
BBSDEV,BBSDEV-17555,Bug,4,Closed,In progress,,Done,Doing,,2018-04-27 00:05:52.811,2018-05-25 00:29:29.102,,,27.0
BBSDEV,BBSDEV-17558,Task,1,Open,,In progress,ToDo,,Doing,2018-04-29 22:23:44.320,2018-04-29 22:23:44.320,2018-05-01 18:14:48.011,1.0,1.0
BBSDEV,BBSDEV-17558,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-29 22:23:44.320,2018-05-01 18:14:48.011,2018-05-01 21:49:19.689,0.0,1.0
BBSDEV,BBSDEV-17558,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-04-29 22:23:44.320,2018-05-01 21:49:19.689,2018-05-16 23:36:58.473,15.0,16.0
BBSDEV,BBSDEV-17558,Task,4,Closed,Code review,,Done,Doing,,2018-04-29 22:23:44.320,2018-05-16 23:36:58.473,,,16.0
BBSDEV,BBSDEV-17563,Task,1,Open,,In progress,ToDo,,Doing,2018-04-29 22:58:21.575,2018-04-29 22:58:21.575,2018-05-01 18:15:12.738,1.0,1.0
BBSDEV,BBSDEV-17563,Task,2,In progress,Open,Open,Doing,ToDo,ToDo,2018-04-29 22:58:21.575,2018-05-01 18:15:12.738,2018-05-14 06:17:51.307,12.0,13.0
BBSDEV,BBSDEV-17563,Task,3,Open,In progress,In progress,ToDo,Doing,Doing,2018-04-29 22:58:21.575,2018-05-14 06:17:51.307,2018-05-17 16:23:28.344,3.0,16.0
BBSDEV,BBSDEV-17563,Task,4,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-29 22:58:21.575,2018-05-17 16:23:28.344,2018-05-17 21:17:38.771,0.0,16.0
BBSDEV,BBSDEV-17563,Task,5,Code review,In progress,Closed,Doing,Doing,Done,2018-04-29 22:58:21.575,2018-05-17 21:17:38.771,2018-05-17 21:17:47.906,0.0,16.0
BBSDEV,BBSDEV-17563,Task,6,Closed,Code review,,Done,Doing,,2018-04-29 22:58:21.575,2018-05-17 21:17:47.906,,,16.0
BBSDEV,BBSDEV-17564,Task,1,Open,,In progress,ToDo,,Doing,2018-04-30 00:04:17.989,2018-04-30 00:04:17.989,2018-04-30 00:04:22.771,0.0,0.0
BBSDEV,BBSDEV-17564,Task,2,In progress,Open,Open,Doing,ToDo,ToDo,2018-04-30 00:04:17.989,2018-04-30 00:04:22.771,2018-05-03 01:16:40.580,3.0,3.0
BBSDEV,BBSDEV-17564,Task,3,Open,In progress,In progress,ToDo,Doing,Doing,2018-04-30 00:04:17.989,2018-05-03 01:16:40.580,2018-05-20 05:16:38.109,17.0,20.0
BBSDEV,BBSDEV-17564,Task,4,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-30 00:04:17.989,2018-05-20 05:16:38.109,2018-05-25 07:18:44.662,5.0,25.0
BBSDEV,BBSDEV-17564,Task,5,Code review,In progress,Closed,Doing,Doing,Done,2018-04-30 00:04:17.989,2018-05-25 07:18:44.662,2018-05-29 03:04:17.144,3.0,28.0
BBSDEV,BBSDEV-17564,Task,6,Closed,Code review,,Done,Doing,,2018-04-30 00:04:17.989,2018-05-29 03:04:17.144,,,28.0
BBSDEV,BBSDEV-17565,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2018-04-30 02:27:21.438,2018-04-30 02:27:21.438,2018-05-08 03:31:46.042,8.0,8.0
BBSDEV,BBSDEV-17565,Bug,2,Open,Needs Triage,,ToDo,ToDo,,2018-04-30 02:27:21.438,2018-05-08 03:31:46.042,,,8.0
BBSDEV,BBSDEV-17566,Task,1,Open,,Closed,ToDo,,Done,2018-04-30 02:28:28.699,2018-04-30 02:28:28.699,2019-02-17 23:36:53.749,293.0,293.0
BBSDEV,BBSDEV-17566,Task,2,Closed,Open,,Done,ToDo,,2018-04-30 02:28:28.699,2019-02-17 23:36:53.749,,,293.0
BBSDEV,BBSDEV-17567,Sub-task,1,Open,,Closed,ToDo,,Done,2018-04-30 02:51:18.327,2018-04-30 02:51:18.327,2019-02-17 23:36:47.234,293.0,293.0
BBSDEV,BBSDEV-17567,Sub-task,2,Closed,Open,,Done,ToDo,,2018-04-30 02:51:18.327,2019-02-17 23:36:47.234,,,293.0
BBSDEV,BBSDEV-17569,Task,1,Open,,In progress,ToDo,,Doing,2018-04-30 06:02:47.460,2018-04-30 06:02:47.460,2018-05-07 06:34:29.716,7.0,7.0
BBSDEV,BBSDEV-17569,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-30 06:02:47.460,2018-05-07 06:34:29.716,2018-05-08 00:26:46.205,0.0,7.0
BBSDEV,BBSDEV-17569,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-04-30 06:02:47.460,2018-05-08 00:26:46.205,2018-05-08 23:27:47.182,0.0,7.0
BBSDEV,BBSDEV-17569,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-04-30 06:02:47.460,2018-05-08 23:27:47.182,2018-05-25 03:44:21.089,16.0,23.0
BBSDEV,BBSDEV-17569,Task,5,Closed,Quality Review,,Done,Doing,,2018-04-30 06:02:47.460,2018-05-25 03:44:21.089,,,23.0
BBSDEV,BBSDEV-17574,Task,1,Open,,In progress,ToDo,,Doing,2018-04-30 06:23:52.482,2018-04-30 06:23:52.482,2018-06-04 21:43:12.735,35.0,35.0
BBSDEV,BBSDEV-17574,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-30 06:23:52.482,2018-06-04 21:43:12.735,2018-06-06 14:37:43.844,1.0,36.0
BBSDEV,BBSDEV-17574,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-04-30 06:23:52.482,2018-06-06 14:37:43.844,2018-06-12 04:22:28.030,5.0,41.0
BBSDEV,BBSDEV-17574,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-04-30 06:23:52.482,2018-06-12 04:22:28.030,2018-06-25 07:27:44.578,13.0,54.0
BBSDEV,BBSDEV-17574,Task,5,Closed,Quality Review,,Done,Doing,,2018-04-30 06:23:52.482,2018-06-25 07:27:44.578,,,54.0
BBSDEV,BBSDEV-17576,Task,1,Open,,In progress,ToDo,,Doing,2018-04-30 23:07:20.087,2018-04-30 23:07:20.087,2018-05-16 00:13:05.236,15.0,15.0
BBSDEV,BBSDEV-17576,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-04-30 23:07:20.087,2018-05-16 00:13:05.236,2018-05-16 00:13:07.081,0.0,15.0
BBSDEV,BBSDEV-17576,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-04-30 23:07:20.087,2018-05-16 00:13:07.081,2018-05-17 01:18:57.849,1.0,16.0
BBSDEV,BBSDEV-17576,Task,4,Closed,Code review,,Done,Doing,,2018-04-30 23:07:20.087,2018-05-17 01:18:57.849,,,16.0
BBSDEV,BBSDEV-17581,Task,1,Open,,Triage,ToDo,,ToDo,2018-05-01 01:34:51.120,2018-05-01 01:34:51.120,2018-06-21 07:53:55.020,51.0,51.0
BBSDEV,BBSDEV-17581,Task,2,Triage,Open,Open,ToDo,ToDo,ToDo,2018-05-01 01:34:51.120,2018-06-21 07:53:55.020,2018-11-26 00:00:34.110,157.0,208.0
BBSDEV,BBSDEV-17581,Task,3,Open,Triage,Closed,ToDo,ToDo,Done,2018-05-01 01:34:51.120,2018-11-26 00:00:34.110,2018-11-26 23:57:35.324,0.0,208.0
BBSDEV,BBSDEV-17581,Task,4,Closed,Open,,Done,ToDo,,2018-05-01 01:34:51.120,2018-11-26 23:57:35.324,,,208.0
BBSDEV,BBSDEV-17586,Task,1,Open,,In progress,ToDo,,Doing,2018-05-01 04:41:26.706,2018-05-01 04:41:26.706,2018-05-15 03:18:41.733,13.0,13.0
BBSDEV,BBSDEV-17586,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-05-01 04:41:26.706,2018-05-15 03:18:41.733,2018-05-15 03:18:43.840,0.0,13.0
BBSDEV,BBSDEV-17586,Task,3,Code review,In progress,In progress,Doing,Doing,Doing,2018-05-01 04:41:26.706,2018-05-15 03:18:43.840,2018-05-15 03:18:47.862,0.0,13.0
BBSDEV,BBSDEV-17586,Task,4,In progress,Code review,Open,Doing,Doing,ToDo,2018-05-01 04:41:26.706,2018-05-15 03:18:47.862,2018-05-21 03:48:31.707,6.0,19.0
BBSDEV,BBSDEV-17586,Task,5,Open,In progress,In progress,ToDo,Doing,Doing,2018-05-01 04:41:26.706,2018-05-21 03:48:31.707,2018-06-04 01:55:20.519,13.0,32.0
BBSDEV,BBSDEV-17586,Task,6,In progress,Open,Code review,Doing,ToDo,Doing,2018-05-01 04:41:26.706,2018-06-04 01:55:20.519,2018-06-04 05:08:21.884,0.0,32.0
BBSDEV,BBSDEV-17586,Task,7,Code review,In progress,Closed,Doing,Doing,Done,2018-05-01 04:41:26.706,2018-06-04 05:08:21.884,2018-06-08 00:40:19.673,3.0,35.0
BBSDEV,BBSDEV-17586,Task,8,Closed,Code review,,Done,Doing,,2018-05-01 04:41:26.706,2018-06-08 00:40:19.673,,,35.0
BBSDEV,BBSDEV-17587,Task,1,Open,,In progress,ToDo,,Doing,2018-05-01 04:43:39.212,2018-05-01 04:43:39.212,2018-05-02 03:46:58.210,0.0,0.0
BBSDEV,BBSDEV-17587,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-05-01 04:43:39.212,2018-05-02 03:46:58.210,2018-05-03 00:24:45.857,0.0,0.0
BBSDEV,BBSDEV-17587,Task,3,Closed,In progress,,Done,Doing,,2018-05-01 04:43:39.212,2018-05-03 00:24:45.857,,,0.0
BBSDEV,BBSDEV-17588,Task,1,Open,,Closed,ToDo,,Done,2018-05-01 04:44:15.453,2018-05-01 04:44:15.453,2018-05-02 00:27:31.449,0.0,0.0
BBSDEV,BBSDEV-17588,Task,2,Closed,Open,,Done,ToDo,,2018-05-01 04:44:15.453,2018-05-02 00:27:31.449,,,0.0
BBSDEV,BBSDEV-17589,Task,1,Open,,In progress,ToDo,,Doing,2018-05-01 04:44:58.748,2018-05-01 04:44:58.748,2018-05-07 06:41:53.560,6.0,6.0
BBSDEV,BBSDEV-17589,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-05-01 04:44:58.748,2018-05-07 06:41:53.560,2018-05-07 07:13:23.173,0.0,6.0
BBSDEV,BBSDEV-17589,Task,3,Closed,In progress,,Done,Doing,,2018-05-01 04:44:58.748,2018-05-07 07:13:23.173,,,6.0
BBSDEV,BBSDEV-17590,Task,1,Open,,In progress,ToDo,,Doing,2018-05-01 04:46:39.606,2018-05-01 04:46:39.606,2018-05-13 23:34:04.926,12.0,12.0
BBSDEV,BBSDEV-17590,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-05-01 04:46:39.606,2018-05-13 23:34:04.926,2018-05-15 03:18:46.213,1.0,13.0
BBSDEV,BBSDEV-17590,Task,3,Code review,In progress,Triage,Doing,Doing,ToDo,2018-05-01 04:46:39.606,2018-05-15 03:18:46.213,2018-05-21 03:48:25.648,6.0,19.0
BBSDEV,BBSDEV-17590,Task,4,Triage,Code review,Open,ToDo,Doing,ToDo,2018-05-01 04:46:39.606,2018-05-21 03:48:25.648,2018-06-04 05:08:52.736,14.0,33.0
BBSDEV,BBSDEV-17590,Task,5,Open,Triage,In progress,ToDo,ToDo,Doing,2018-05-01 04:46:39.606,2018-06-04 05:08:52.736,2018-06-04 05:08:54.892,0.0,33.0
BBSDEV,BBSDEV-17590,Task,6,In progress,Open,Closed,Doing,ToDo,Done,2018-05-01 04:46:39.606,2018-06-04 05:08:54.892,2018-07-04 23:37:09.203,30.0,63.0
BBSDEV,BBSDEV-17590,Task,7,Closed,In progress,,Done,Doing,,2018-05-01 04:46:39.606,2018-07-04 23:37:09.203,,,63.0
BBSDEV,BBSDEV-17593,Task,1,Open,,In progress,ToDo,,Doing,2018-05-01 04:58:29.563,2018-05-01 04:58:29.563,2018-05-31 01:00:08.492,29.0,29.0
BBSDEV,BBSDEV-17593,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-05-01 04:58:29.563,2018-05-31 01:00:08.492,2018-09-28 05:18:53.118,120.0,149.0
BBSDEV,BBSDEV-17593,Task,3,Closed,In progress,,Done,Doing,,2018-05-01 04:58:29.563,2018-09-28 05:18:53.118,,,149.0
BBSDEV,BBSDEV-17596,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2018-05-01 21:02:50.969,2018-05-01 21:02:50.969,2018-05-02 02:15:04.093,0.0,0.0
BBSDEV,BBSDEV-17596,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2018-05-01 21:02:50.969,2018-05-02 02:15:04.093,2018-05-02 02:15:14.308,0.0,0.0
BBSDEV,BBSDEV-17596,Bug,3,In progress,Open,Code review,Doing,ToDo,Doing,2018-05-01 21:02:50.969,2018-05-02 02:15:14.308,2018-05-02 02:15:15.773,0.0,0.0
BBSDEV,BBSDEV-17596,Bug,4,Code review,In progress,Closed,Doing,Doing,Done,2018-05-01 21:02:50.969,2018-05-02 02:15:15.773,2018-05-02 20:08:23.256,0.0,0.0
BBSDEV,BBSDEV-17596,Bug,5,Closed,Code review,,Done,Doing,,2018-05-01 21:02:50.969,2018-05-02 20:08:23.256,,,0.0
BBSDEV,BBSDEV-17597,Task,1,Open,,In progress,ToDo,,Doing,2018-05-01 23:23:17.224,2018-05-01 23:23:17.224,2018-09-20 00:46:18.718,141.0,141.0
BBSDEV,BBSDEV-17597,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-05-01 23:23:17.224,2018-09-20 00:46:18.718,2018-10-07 10:35:06.291,17.0,158.0
BBSDEV,BBSDEV-17597,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-05-01 23:23:17.224,2018-10-07 10:35:06.291,2018-10-07 10:35:17.067,0.0,158.0
BBSDEV,BBSDEV-17597,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-05-01 23:23:17.224,2018-10-07 10:35:17.067,2018-10-07 10:35:28.656,0.0,158.0
BBSDEV,BBSDEV-17597,Task,5,Closed,Quality Review,,Done,Doing,,2018-05-01 23:23:17.224,2018-10-07 10:35:28.656,,,158.0
BBSDEV,BBSDEV-17600,Task,1,Open,,Closed,ToDo,,Done,2018-05-02 01:26:27.357,2018-05-02 01:26:27.357,2018-06-05 02:45:21.773,34.0,34.0
BBSDEV,BBSDEV-17600,Task,2,Closed,Open,,Done,ToDo,,2018-05-02 01:26:27.357,2018-06-05 02:45:21.773,,,34.0
BBSDEV,BBSDEV-17602,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2018-05-02 06:58:47.806,2018-05-02 06:58:47.806,2018-05-08 03:44:00.798,5.0,5.0
BBSDEV,BBSDEV-17602,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2018-05-02 06:58:47.806,2018-05-08 03:44:00.798,2018-05-16 01:52:07.674,7.0,12.0
BBSDEV,BBSDEV-17602,Bug,3,In progress,Open,Code review,Doing,ToDo,Doing,2018-05-02 06:58:47.806,2018-05-16 01:52:07.674,2018-05-16 01:52:09.311,0.0,12.0
BBSDEV,BBSDEV-17602,Bug,4,Code review,In progress,Closed,Doing,Doing,Done,2018-05-02 06:58:47.806,2018-05-16 01:52:09.311,2018-05-17 04:36:17.423,1.0,13.0
