project,issuekey,issuetype,rnk,status,leading_status,lagging_status,category,leading_category,lagging_category,created,started,finished,cycle,rolling_cycle
BBSDEV,BBSDEV-18348,Epic,5,Qualifying,Ready for development,In Development,Doing,Doing,Doing,2018-09-13 00:47:19.759,2019-01-08 05:49:20.438,2019-01-21 06:25:21.749,13.0,130.0
BBSDEV,BBSDEV-18348,Epic,6,In Development,Qualifying,Monitoring after Release,Doing,Doing,Done,2018-09-13 00:47:19.759,2019-01-21 06:25:21.749,2019-04-18 00:57:23.987,86.0,216.0
BBSDEV,BBSDEV-18348,Epic,7,Monitoring after Release,In Development,Done,Done,Doing,Done,2018-09-13 00:47:19.759,2019-04-18 00:57:23.987,2019-04-18 02:54:22.770,0.0,216.0
BBSDEV,BBSDEV-18348,Epic,8,Done,Monitoring after Release,,Done,Done,,2018-09-13 00:47:19.759,2019-04-18 02:54:22.770,,,216.0
BBSDEV,BBSDEV-18352,Epic,1,Triage,,Qualifying,ToDo,,Doing,2017-08-16 05:13:24.704,2017-08-16 05:13:24.704,2017-08-16 05:13:30.682,0.0,0.0
BBSDEV,BBSDEV-18352,Epic,2,Qualifying,Triage,Triage,Doing,ToDo,ToDo,2017-08-16 05:13:24.704,2017-08-16 05:13:30.682,2018-05-28 04:27:05.751,284.0,284.0
BBSDEV,BBSDEV-18352,Epic,3,Triage,Qualifying,Qualifying,ToDo,Doing,Doing,2017-08-16 05:13:24.704,2018-05-28 04:27:05.751,2018-05-28 04:57:46.220,0.0,284.0
BBSDEV,BBSDEV-18352,Epic,4,Qualifying,Triage,Triage,Doing,ToDo,ToDo,2017-08-16 05:13:24.704,2018-05-28 04:57:46.220,2018-09-13 00:50:38.030,107.0,391.0
BBSDEV,BBSDEV-18352,Epic,5,Triage,Qualifying,,ToDo,Doing,,2017-08-16 05:13:24.704,2018-09-13 00:50:38.030,,,391.0
BBSDEV,BBSDEV-18353,Epic,1,Triage,,Qualifying,ToDo,,Doing,2017-08-16 05:08:12.802,2017-08-16 05:08:12.802,2017-08-16 05:08:20.024,0.0,0.0
BBSDEV,BBSDEV-18353,Epic,2,Qualifying,Triage,Envisioning,Doing,ToDo,Doing,2017-08-16 05:08:12.802,2017-08-16 05:08:20.024,2017-08-16 05:18:03.098,0.0,0.0
BBSDEV,BBSDEV-18353,Epic,3,Envisioning,Qualifying,Qualifying,Doing,Doing,Doing,2017-08-16 05:08:12.802,2017-08-16 05:18:03.098,2017-10-13 04:56:20.905,57.0,57.0
BBSDEV,BBSDEV-18353,Epic,4,Qualifying,Envisioning,Envisioning,Doing,Doing,Doing,2017-08-16 05:08:12.802,2017-10-13 04:56:20.905,2018-02-21 06:04:38.454,131.0,188.0
BBSDEV,BBSDEV-18353,Epic,5,Envisioning,Qualifying,Qualifying,Doing,Doing,Doing,2017-08-16 05:08:12.802,2018-02-21 06:04:38.454,2018-05-28 04:34:19.750,95.0,283.0
BBSDEV,BBSDEV-18353,Epic,6,Qualifying,Envisioning,Triage,Doing,Doing,ToDo,2017-08-16 05:08:12.802,2018-05-28 04:34:19.750,2018-05-28 04:36:22.823,0.0,283.0
BBSDEV,BBSDEV-18353,Epic,7,Triage,Qualifying,,ToDo,Doing,,2017-08-16 05:08:12.802,2018-05-28 04:36:22.823,,,283.0
BBSDEV,BBSDEV-18356,Epic,1,Triage,,Qualifying,ToDo,,Doing,2017-08-16 05:11:11.873,2017-08-16 05:11:11.873,2017-08-16 05:11:20.593,0.0,0.0
BBSDEV,BBSDEV-18356,Epic,2,Qualifying,Triage,Triage,Doing,ToDo,ToDo,2017-08-16 05:11:11.873,2017-08-16 05:11:20.593,2018-05-28 04:27:05.638,284.0,284.0
BBSDEV,BBSDEV-18356,Epic,3,Triage,Qualifying,,ToDo,Doing,,2017-08-16 05:11:11.873,2018-05-28 04:27:05.638,,,284.0
BBSDEV,BBSDEV-18357,Epic,1,Triage,,Qualifying,ToDo,,Doing,2017-08-16 05:15:55.644,2017-08-16 05:15:55.644,2017-08-16 05:16:01.823,0.0,0.0
BBSDEV,BBSDEV-18357,Epic,2,Qualifying,Triage,Triage,Doing,ToDo,ToDo,2017-08-16 05:15:55.644,2017-08-16 05:16:01.823,2018-05-28 04:27:06.113,284.0,284.0
BBSDEV,BBSDEV-18357,Epic,3,Triage,Qualifying,,ToDo,Doing,,2017-08-16 05:15:55.644,2018-05-28 04:27:06.113,,,284.0
BBSDEV,BBSDEV-18358,Epic,1,Triage,,Qualifying,ToDo,,Doing,2017-08-16 05:16:50.981,2017-08-16 05:16:50.981,2017-08-16 05:16:58.243,0.0,0.0
BBSDEV,BBSDEV-18358,Epic,2,Qualifying,Triage,Triage,Doing,ToDo,ToDo,2017-08-16 05:16:50.981,2017-08-16 05:16:58.243,2018-05-28 04:27:06.290,284.0,284.0
BBSDEV,BBSDEV-18358,Epic,3,Triage,Qualifying,,ToDo,Doing,,2017-08-16 05:16:50.981,2018-05-28 04:27:06.290,,,284.0
BBSDEV,BBSDEV-18366,Sub-task,1,Open,,In progress,ToDo,,Doing,2018-09-13 07:06:54.800,2018-09-13 07:06:54.800,2018-09-14 04:57:46.997,0.0,0.0
BBSDEV,BBSDEV-18366,Sub-task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-09-13 07:06:54.800,2018-09-14 04:57:46.997,2018-09-14 04:58:05.480,0.0,0.0
BBSDEV,BBSDEV-18366,Sub-task,3,Closed,In progress,,Done,Doing,,2018-09-13 07:06:54.800,2018-09-14 04:58:05.480,,,0.0
BBSDEV,BBSDEV-18370,Task,1,Open,,In progress,ToDo,,Doing,2018-09-14 04:25:50.708,2018-09-14 04:25:50.708,2018-09-14 04:26:01.714,0.0,0.0
BBSDEV,BBSDEV-18370,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-14 04:25:50.708,2018-09-14 04:26:01.714,2018-10-17 01:02:15.064,32.0,32.0
BBSDEV,BBSDEV-18370,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-14 04:25:50.708,2018-10-17 01:02:15.064,2018-10-18 02:55:22.448,1.0,33.0
BBSDEV,BBSDEV-18370,Task,4,Closed,Code review,,Done,Doing,,2018-09-14 04:25:50.708,2018-10-18 02:55:22.448,,,33.0
BBSDEV,BBSDEV-18372,Sub-task,1,Open,,In progress,ToDo,,Doing,2018-09-14 04:59:38.422,2018-09-14 04:59:38.422,2018-09-14 05:42:25.718,0.0,0.0
BBSDEV,BBSDEV-18372,Sub-task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-09-14 04:59:38.422,2018-09-14 05:42:25.718,2018-09-14 05:42:33.228,0.0,0.0
BBSDEV,BBSDEV-18372,Sub-task,3,Closed,In progress,,Done,Doing,,2018-09-14 04:59:38.422,2018-09-14 05:42:33.228,,,0.0
BBSDEV,BBSDEV-18373,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2018-09-17 03:11:19.907,2018-09-17 03:11:19.907,2018-09-17 03:11:36.926,0.0,0.0
BBSDEV,BBSDEV-18373,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2018-09-17 03:11:19.907,2018-09-17 03:11:36.926,2018-09-17 03:11:43.894,0.0,0.0
BBSDEV,BBSDEV-18373,Bug,3,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-17 03:11:19.907,2018-09-17 03:11:43.894,2018-09-17 05:57:04.276,0.0,0.0
BBSDEV,BBSDEV-18373,Bug,4,Code review,In progress,Closed,Doing,Doing,Done,2018-09-17 03:11:19.907,2018-09-17 05:57:04.276,2018-09-19 03:49:28.445,1.0,1.0
BBSDEV,BBSDEV-18373,Bug,5,Closed,Code review,,Done,Doing,,2018-09-17 03:11:19.907,2018-09-19 03:49:28.445,,,1.0
BBSDEV,BBSDEV-18376,Task,1,Open,,Closed,ToDo,,Done,2018-09-18 01:15:47.977,2018-09-18 01:15:47.977,2019-02-06 22:55:43.048,141.0,141.0
BBSDEV,BBSDEV-18376,Task,2,Closed,Open,,Done,ToDo,,2018-09-18 01:15:47.977,2019-02-06 22:55:43.048,,,141.0
BBSDEV,BBSDEV-18382,Task,1,Open,,In progress,ToDo,,Doing,2018-09-18 06:06:29.270,2018-09-18 06:06:29.270,2018-09-27 22:59:09.527,9.0,9.0
BBSDEV,BBSDEV-18382,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-18 06:06:29.270,2018-09-27 22:59:09.527,2018-09-28 01:33:38.876,0.0,9.0
BBSDEV,BBSDEV-18382,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-18 06:06:29.270,2018-09-28 01:33:38.876,2018-10-04 22:42:19.855,6.0,15.0
BBSDEV,BBSDEV-18382,Task,4,Closed,Code review,,Done,Doing,,2018-09-18 06:06:29.270,2018-10-04 22:42:19.855,,,15.0
BBSDEV,BBSDEV-18383,Task,1,Open,,In progress,ToDo,,Doing,2018-09-18 06:14:00.588,2018-09-18 06:14:00.588,2018-10-08 00:24:03.834,19.0,19.0
BBSDEV,BBSDEV-18383,Task,2,In progress,Open,Open,Doing,ToDo,ToDo,2018-09-18 06:14:00.588,2018-10-08 00:24:03.834,2018-10-22 02:01:49.043,14.0,33.0
BBSDEV,BBSDEV-18383,Task,3,Open,In progress,In progress,ToDo,Doing,Doing,2018-09-18 06:14:00.588,2018-10-22 02:01:49.043,2018-10-24 02:57:35.799,2.0,35.0
BBSDEV,BBSDEV-18383,Task,4,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-18 06:14:00.588,2018-10-24 02:57:35.799,2018-11-02 03:32:26.234,9.0,44.0
BBSDEV,BBSDEV-18383,Task,5,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-09-18 06:14:00.588,2018-11-02 03:32:26.234,2018-11-07 22:01:41.118,5.0,49.0
BBSDEV,BBSDEV-18383,Task,6,Quality Review,Code review,Closed,Doing,Doing,Done,2018-09-18 06:14:00.588,2018-11-07 22:01:41.118,2018-11-08 23:07:59.792,1.0,50.0
BBSDEV,BBSDEV-18383,Task,7,Closed,Quality Review,,Done,Doing,,2018-09-18 06:14:00.588,2018-11-08 23:07:59.792,,,50.0
BBSDEV,BBSDEV-18385,Task,1,Open,,Closed,ToDo,,Done,2018-09-18 06:34:20.783,2018-09-18 06:34:20.783,2018-09-25 01:09:32.569,6.0,6.0
BBSDEV,BBSDEV-18385,Task,2,Closed,Open,,Done,ToDo,,2018-09-18 06:34:20.783,2018-09-25 01:09:32.569,,,6.0
BBSDEV,BBSDEV-18386,Task,1,Open,,Closed,ToDo,,Done,2018-09-18 06:46:49.774,2018-09-18 06:46:49.774,2018-09-25 01:09:23.384,6.0,6.0
BBSDEV,BBSDEV-18386,Task,2,Closed,Open,,Done,ToDo,,2018-09-18 06:46:49.774,2018-09-25 01:09:23.384,,,6.0
BBSDEV,BBSDEV-18387,Task,1,Open,,In progress,ToDo,,Doing,2018-09-18 06:51:18.168,2018-09-18 06:51:18.168,2018-10-22 23:21:49.771,34.0,34.0
BBSDEV,BBSDEV-18387,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-18 06:51:18.168,2018-10-22 23:21:49.771,2018-10-23 04:57:32.595,0.0,34.0
BBSDEV,BBSDEV-18387,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-09-18 06:51:18.168,2018-10-23 04:57:32.595,2018-10-25 05:02:28.598,2.0,36.0
BBSDEV,BBSDEV-18387,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-09-18 06:51:18.168,2018-10-25 05:02:28.598,2018-10-26 05:37:28.857,1.0,37.0
BBSDEV,BBSDEV-18387,Task,5,Closed,Quality Review,,Done,Doing,,2018-09-18 06:51:18.168,2018-10-26 05:37:28.857,,,37.0
BBSDEV,BBSDEV-18389,Task,1,Open,,In progress,ToDo,,Doing,2018-09-18 06:56:01.615,2018-09-18 06:56:01.615,2018-10-04 03:06:50.367,15.0,15.0
BBSDEV,BBSDEV-18389,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-18 06:56:01.615,2018-10-04 03:06:50.367,2018-10-04 05:37:45.479,0.0,15.0
BBSDEV,BBSDEV-18389,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-18 06:56:01.615,2018-10-04 05:37:45.479,2018-10-08 00:06:38.808,3.0,18.0
BBSDEV,BBSDEV-18389,Task,4,Closed,Code review,,Done,Doing,,2018-09-18 06:56:01.615,2018-10-08 00:06:38.808,,,18.0
BBSDEV,BBSDEV-18390,Task,1,Open,,In progress,ToDo,,Doing,2018-09-18 06:59:46.068,2018-09-18 06:59:46.068,2018-11-12 03:09:09.679,54.0,54.0
BBSDEV,BBSDEV-18390,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-18 06:59:46.068,2018-11-12 03:09:09.679,2018-11-18 23:35:22.860,6.0,60.0
BBSDEV,BBSDEV-18390,Task,3,Code review,In progress,Triage,Doing,Doing,ToDo,2018-09-18 06:59:46.068,2018-11-18 23:35:22.860,2018-11-25 23:25:21.389,6.0,66.0
BBSDEV,BBSDEV-18390,Task,4,Triage,Code review,,ToDo,Doing,,2018-09-18 06:59:46.068,2018-11-25 23:25:21.389,,,66.0
BBSDEV,BBSDEV-18392,Task,1,Open,,In progress,ToDo,,Doing,2018-09-18 07:19:42.114,2018-09-18 07:19:42.114,2018-11-09 02:45:25.921,51.0,51.0
BBSDEV,BBSDEV-18392,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-18 07:19:42.114,2018-11-09 02:45:25.921,2018-11-12 10:58:15.290,3.0,54.0
BBSDEV,BBSDEV-18392,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-18 07:19:42.114,2018-11-12 10:58:15.290,2018-11-14 03:47:04.579,1.0,55.0
BBSDEV,BBSDEV-18392,Task,4,Closed,Code review,,Done,Doing,,2018-09-18 07:19:42.114,2018-11-14 03:47:04.579,,,55.0
BBSDEV,BBSDEV-18394,Bug,1,Needs Triage,,Closed,ToDo,,Done,2018-09-18 15:40:14.823,2018-09-18 15:40:14.823,2018-09-25 03:36:54.991,6.0,6.0
BBSDEV,BBSDEV-18394,Bug,2,Closed,Needs Triage,,Done,ToDo,,2018-09-18 15:40:14.823,2018-09-25 03:36:54.991,,,6.0
BBSDEV,BBSDEV-18404,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:29:48.047,2018-09-19 04:29:48.047,2019-02-04 03:38:24.454,137.0,137.0
BBSDEV,BBSDEV-18404,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:29:48.047,2019-02-04 03:38:24.454,,,137.0
BBSDEV,BBSDEV-18407,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:31:43,2018-09-19 04:31:43,2019-02-04 03:35:31.438,137.0,137.0
BBSDEV,BBSDEV-18407,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:31:43,2019-02-04 03:35:31.438,,,137.0
BBSDEV,BBSDEV-18410,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:33:54.847,2018-09-19 04:33:54.847,2019-02-04 03:38:23.375,137.0,137.0
BBSDEV,BBSDEV-18410,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:33:54.847,2019-02-04 03:38:23.375,,,137.0
BBSDEV,BBSDEV-18411,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:34:11.961,2018-09-19 04:34:11.961,2019-02-04 03:38:23.210,137.0,137.0
BBSDEV,BBSDEV-18411,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:34:11.961,2019-02-04 03:38:23.210,,,137.0
BBSDEV,BBSDEV-18412,Task,1,Open,,In progress,ToDo,,Doing,2018-09-19 04:34:24.604,2018-09-19 04:34:24.604,2019-01-08 05:26:11.892,111.0,111.0
BBSDEV,BBSDEV-18412,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-09-19 04:34:24.604,2019-01-08 05:26:11.892,2019-02-04 03:23:12.680,26.0,137.0
BBSDEV,BBSDEV-18412,Task,3,Closed,In progress,,Done,Doing,,2018-09-19 04:34:24.604,2019-02-04 03:23:12.680,,,137.0
BBSDEV,BBSDEV-18414,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:39:15.749,2018-09-19 04:39:15.749,2019-02-04 03:38:25.012,137.0,137.0
BBSDEV,BBSDEV-18414,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:39:15.749,2019-02-04 03:38:25.012,,,137.0
BBSDEV,BBSDEV-18416,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:39:47.396,2018-09-19 04:39:47.396,2019-02-04 03:38:25.411,137.0,137.0
BBSDEV,BBSDEV-18416,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:39:47.396,2019-02-04 03:38:25.411,,,137.0
BBSDEV,BBSDEV-18417,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:40:07.763,2018-09-19 04:40:07.763,2019-02-04 03:38:27.151,137.0,137.0
BBSDEV,BBSDEV-18417,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 04:40:07.763,2019-02-04 03:38:27.151,,,137.0
BBSDEV,BBSDEV-18425,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 04:43:46.563,2018-09-19 04:43:46.563,2019-02-04 03:38:26.330,137.0,137.0
BBSDEV,BBSDEV-18425,Task,2,Triage,Open,Closed,ToDo,ToDo,Done,2018-09-19 04:43:46.563,2019-02-04 03:38:26.330,2019-02-06 05:57:03.026,2.0,139.0
BBSDEV,BBSDEV-18425,Task,3,Closed,Triage,,Done,ToDo,,2018-09-19 04:43:46.563,2019-02-06 05:57:03.026,,,139.0
BBSDEV,BBSDEV-18429,Task,1,Open,,In progress,ToDo,,Doing,2018-09-19 05:53:39.874,2018-09-19 05:53:39.874,2018-10-08 01:04:19.110,18.0,18.0
BBSDEV,BBSDEV-18429,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-19 05:53:39.874,2018-10-08 01:04:19.110,2018-10-09 05:15:29.232,1.0,19.0
BBSDEV,BBSDEV-18429,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-09-19 05:53:39.874,2018-10-09 05:15:29.232,2018-10-11 07:23:09.193,2.0,21.0
BBSDEV,BBSDEV-18429,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-09-19 05:53:39.874,2018-10-11 07:23:09.193,2018-10-12 02:12:30.052,0.0,21.0
BBSDEV,BBSDEV-18429,Task,5,Closed,Quality Review,,Done,Doing,,2018-09-19 05:53:39.874,2018-10-12 02:12:30.052,,,21.0
BBSDEV,BBSDEV-18433,Task,1,Open,,Triage,ToDo,,ToDo,2018-09-19 07:12:16.230,2018-09-19 07:12:16.230,2019-02-04 03:38:25.529,137.0,137.0
BBSDEV,BBSDEV-18433,Task,2,Triage,Open,,ToDo,ToDo,,2018-09-19 07:12:16.230,2019-02-04 03:38:25.529,,,137.0
BBSDEV,BBSDEV-18434,Task,1,Open,,In progress,ToDo,,Doing,2018-09-20 00:10:16.417,2018-09-20 00:10:16.417,2018-10-02 23:24:47.554,12.0,12.0
BBSDEV,BBSDEV-18434,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-20 00:10:16.417,2018-10-02 23:24:47.554,2018-10-02 23:24:51.940,0.0,12.0
BBSDEV,BBSDEV-18434,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-20 00:10:16.417,2018-10-02 23:24:51.940,2018-10-03 01:19:46.607,0.0,12.0
BBSDEV,BBSDEV-18434,Task,4,Closed,Code review,,Done,Doing,,2018-09-20 00:10:16.417,2018-10-03 01:19:46.607,,,12.0
BBSDEV,BBSDEV-18437,Task,1,Open,,Closed,ToDo,,Done,2018-09-20 06:54:55.634,2018-09-20 06:54:55.634,2018-11-13 22:59:18.435,54.0,54.0
BBSDEV,BBSDEV-18437,Task,2,Closed,Open,,Done,ToDo,,2018-09-20 06:54:55.634,2018-11-13 22:59:18.435,,,54.0
BBSDEV,BBSDEV-18445,Task,1,Open,,In progress,ToDo,,Doing,2018-09-24 23:06:42.883,2018-09-24 23:06:42.883,2018-11-08 23:11:17.565,45.0,45.0
BBSDEV,BBSDEV-18445,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-24 23:06:42.883,2018-11-08 23:11:17.565,2018-11-08 23:27:30.560,0.0,45.0
BBSDEV,BBSDEV-18445,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-24 23:06:42.883,2018-11-08 23:27:30.560,2018-11-09 01:44:18.619,0.0,45.0
BBSDEV,BBSDEV-18445,Task,4,Closed,Code review,,Done,Doing,,2018-09-24 23:06:42.883,2018-11-09 01:44:18.619,,,45.0
BBSDEV,BBSDEV-18447,Task,1,Open,,In progress,ToDo,,Doing,2018-09-25 01:14:56.074,2018-09-25 01:14:56.074,2018-10-23 04:57:35.410,28.0,28.0
BBSDEV,BBSDEV-18447,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-25 01:14:56.074,2018-10-23 04:57:35.410,2018-10-25 06:57:17.360,2.0,30.0
BBSDEV,BBSDEV-18447,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2018-09-25 01:14:56.074,2018-10-25 06:57:17.360,2018-10-31 02:39:42.410,5.0,35.0
BBSDEV,BBSDEV-18447,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2018-09-25 01:14:56.074,2018-10-31 02:39:42.410,2018-11-02 03:31:24.617,2.0,37.0
BBSDEV,BBSDEV-18447,Task,5,Closed,Quality Review,,Done,Doing,,2018-09-25 01:14:56.074,2018-11-02 03:31:24.617,,,37.0
BBSDEV,BBSDEV-18451,Task,1,Open,,In progress,ToDo,,Doing,2018-09-25 22:04:03.295,2018-09-25 22:04:03.295,2018-10-02 02:23:23.169,6.0,6.0
BBSDEV,BBSDEV-18451,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-25 22:04:03.295,2018-10-02 02:23:23.169,2018-10-03 00:01:01.740,0.0,6.0
BBSDEV,BBSDEV-18451,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-25 22:04:03.295,2018-10-03 00:01:01.740,2018-10-08 00:06:34.076,5.0,11.0
BBSDEV,BBSDEV-18451,Task,4,Closed,Code review,,Done,Doing,,2018-09-25 22:04:03.295,2018-10-08 00:06:34.076,,,11.0
BBSDEV,BBSDEV-18452,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2018-09-25 23:08:38.730,2018-09-25 23:08:38.730,2018-10-02 01:37:25.140,6.0,6.0
BBSDEV,BBSDEV-18452,Bug,2,Open,Needs Triage,Closed,ToDo,ToDo,Done,2018-09-25 23:08:38.730,2018-10-02 01:37:25.140,2018-10-02 06:06:25.847,0.0,6.0
BBSDEV,BBSDEV-18452,Bug,3,Closed,Open,,Done,ToDo,,2018-09-25 23:08:38.730,2018-10-02 06:06:25.847,,,6.0
BBSDEV,BBSDEV-18456,Task,1,Open,,In progress,ToDo,,Doing,2018-09-26 02:07:54.491,2018-09-26 02:07:54.491,2018-10-31 02:44:16.132,35.0,35.0
BBSDEV,BBSDEV-18456,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-09-26 02:07:54.491,2018-10-31 02:44:16.132,2018-11-02 07:23:57.286,2.0,37.0
BBSDEV,BBSDEV-18456,Task,3,Closed,In progress,,Done,Doing,,2018-09-26 02:07:54.491,2018-11-02 07:23:57.286,,,37.0
BBSDEV,BBSDEV-18457,Task,1,Open,,In progress,ToDo,,Doing,2018-09-26 02:09:24.496,2018-09-26 02:09:24.496,2018-10-03 01:07:52.815,6.0,6.0
BBSDEV,BBSDEV-18457,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-09-26 02:09:24.496,2018-10-03 01:07:52.815,2018-10-04 03:06:39.641,1.0,7.0
BBSDEV,BBSDEV-18457,Task,3,Closed,In progress,,Done,Doing,,2018-09-26 02:09:24.496,2018-10-04 03:06:39.641,,,7.0
BBSDEV,BBSDEV-18459,Task,1,Open,,In progress,ToDo,,Doing,2018-09-26 02:19:28.692,2018-09-26 02:19:28.692,2018-09-26 02:48:44.411,0.0,0.0
BBSDEV,BBSDEV-18459,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-26 02:19:28.692,2018-09-26 02:48:44.411,2018-09-26 02:48:52.444,0.0,0.0
BBSDEV,BBSDEV-18459,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-26 02:19:28.692,2018-09-26 02:48:52.444,2018-09-26 21:51:25.674,0.0,0.0
BBSDEV,BBSDEV-18459,Task,4,Closed,Code review,,Done,Doing,,2018-09-26 02:19:28.692,2018-09-26 21:51:25.674,,,0.0
BBSDEV,BBSDEV-18460,Task,1,Open,,In progress,ToDo,,Doing,2018-09-26 02:22:36.749,2018-09-26 02:22:36.749,2018-09-26 02:48:48.072,0.0,0.0
BBSDEV,BBSDEV-18460,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-26 02:22:36.749,2018-09-26 02:48:48.072,2018-09-26 02:48:53.714,0.0,0.0
BBSDEV,BBSDEV-18460,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-26 02:22:36.749,2018-09-26 02:48:53.714,2018-09-26 21:51:18.846,0.0,0.0
BBSDEV,BBSDEV-18460,Task,4,Closed,Code review,,Done,Doing,,2018-09-26 02:22:36.749,2018-09-26 21:51:18.846,,,0.0
BBSDEV,BBSDEV-18461,Task,1,Open,,In progress,ToDo,,Doing,2018-09-26 02:51:14.889,2018-09-26 02:51:14.889,2018-09-26 21:59:35.062,0.0,0.0
BBSDEV,BBSDEV-18461,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-26 02:51:14.889,2018-09-26 21:59:35.062,2018-09-26 22:46:37.242,0.0,0.0
BBSDEV,BBSDEV-18461,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2018-09-26 02:51:14.889,2018-09-26 22:46:37.242,2018-09-26 22:46:41.526,0.0,0.0
BBSDEV,BBSDEV-18461,Task,4,Closed,Code review,,Done,Doing,,2018-09-26 02:51:14.889,2018-09-26 22:46:41.526,,,0.0
BBSDEV,BBSDEV-18462,Epic,1,Triage,,Dev Queue,ToDo,,Doing,2018-09-26 07:19:36.470,2018-09-26 07:19:36.470,2018-09-26 07:21:44.310,0.0,0.0
BBSDEV,BBSDEV-18462,Epic,2,Dev Queue,Triage,,Doing,ToDo,,2018-09-26 07:19:36.470,2018-09-26 07:21:44.310,,,0.0
BBSDEV,BBSDEV-18464,Task,1,Open,,In progress,ToDo,,Doing,2018-09-27 02:01:12.114,2018-09-27 02:01:12.114,2018-10-02 02:23:10.603,5.0,5.0
BBSDEV,BBSDEV-18464,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2018-09-27 02:01:12.114,2018-10-02 02:23:10.603,2018-10-07 20:48:01.303,5.0,10.0
BBSDEV,BBSDEV-18464,Task,3,Closed,In progress,,Done,Doing,,2018-09-27 02:01:12.114,2018-10-07 20:48:01.303,,,10.0
BBSDEV,BBSDEV-18465,Task,1,Open,,In progress,ToDo,,Doing,2018-09-27 03:32:14.342,2018-09-27 03:32:14.342,2018-09-27 23:37:40.216,0.0,0.0
BBSDEV,BBSDEV-18465,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2018-09-27 03:32:14.342,2018-09-27 23:37:40.216,2018-10-02 23:49:08.591,5.0,5.0
BBSDEV,BBSDEV-18465,Task,3,Code review,In progress,In progress,Doing,Doing,Doing,2018-09-27 03:32:14.342,2018-10-02 23:49:08.591,2018-10-03 23:14:29.269,0.0,5.0
BBSDEV,BBSDEV-18465,Task,4,In progress,Code review,Closed,Doing,Doing,Done,2018-09-27 03:32:14.342,2018-10-03 23:14:29.269,2018-10-04 02:01:38.721,0.0,5.0
